代碼,股利發放年度,股利合計
3317,2011,0.4
3317,2010,1.0
3317,2009,1.51
3317,2008,4.0
3317,2007,3.0
3317,2006,1.0
3317,2005,0.0
3317,2004,0.0
3372,2022,1.0
3372,2021,0.0
3372,2020,0.0
3372,2019,0.0
3372,2018,0.0
3372,2017,0.0
3372,2016,0.0
3372,2015,0.0
3372,2014,0.0
3372,2013,0.0
3372,2012,0.0
3372,2011,0.0
3372,2010,0.0
3372,2009,0.0
3372,2008,1.25
3372,2007,2.0
3372,2006,1.3
3372,2005,1.0
3372,2004,1.0
3374,2022,3.0
3374,2021,2.5
3374,2020,0.0
3374,2019,0.0
3374,2018,0.0
3374,2017,0.0
3374,2016,0.5
3374,2015,1.06
3374,2014,0.55
3374,2013,0.1
3374,2012,0.2
3374,2011,1.1
3374,2010,0.1
3374,2009,0.15
3374,2008,0.3
3374,2007,0.26
3374,2006,0.0
3374,2005,0.0
3374,2004,0.0
3438,2022,3.6
3438,2021,1.5
3438,2020,0.0
3438,2019,0.0
3438,2018,0.0
3438,2017,0.0
3438,2016,0.3
3438,2015,1.98
3438,2014,1.2
3438,2013,1.2
3438,2012,1.2
3438,2011,3.2
3438,2010,2.0
3438,2009,5.0
3438,2008,6.76
3438,2007,9.82
3438,2006,5.6
3438,2005,4.22
3527,2022,8.0
3527,2021,2.0
3527,2020,4.15
3527,2019,5.0
3527,2018,2.72
3527,2017,4.0
3527,2016,3.5
3527,2015,4.5
3527,2014,4.0
3527,2013,7.8
3527,2012,8.3
3527,2011,8.0
3527,2010,5.97
3527,2009,5.98
3527,2008,11.5
3527,2007,6.0
3527,2006,1.04
3529,2022,14.0
3529,2021,9.0
3529,2020,7.0
3529,2019,8.0
3529,2018,7.5
3529,2017,6.5
3529,2016,6.0
3529,2015,6.0
3529,2014,4.0
3529,2013,2.7
3529,2012,2.5
3529,2011,2.5
3529,2010,2.8
3529,2009,1.99
3529,2008,1.89
3529,2007,1.74
3555,2022,0.2
3555,2021,0.0
3555,2020,0.0
3555,2019,0.0
3555,2018,1.2
3555,2017,0.1
3555,2016,0.0
3555,2015,0.0
3555,2014,0.0
3555,2013,0.0
3555,2012,4.2
3555,2011,8.76
3555,2010,0.55
3555,2009,0.45
3555,2008,0.0
3555,2007,2.2
3556,2022,5.4
3556,2021,3.45
3556,2020,3.3
3556,2019,3.3
3556,2018,4.1
3556,2017,4.1
3556,2016,4.1
3556,2015,4.6
3556,2014,7.2
3556,2013,3.0
3556,2012,4.5
3556,2011,2.8
3556,2010,2.4
3556,2009,1.7
3556,2008,2.24
3556,2007,1.8
3567,2022,2.6
3567,2021,2.0
3567,2020,1.71
3567,2019,2.0
3567,2018,2.3
3567,2017,2.0
3567,2016,1.1
3567,2015,0.7
3567,2014,0.4
3567,2013,0.14
3567,2012,0.18
3567,2011,1.53
3567,2010,1.0
3567,2009,0.13
3567,2008,0.65
3567,2007,0.1
3581,2022,1.0
3581,2021,0.9
3581,2020,0.7
3581,2019,0.7
3581,2018,1.0
3581,2017,1.0
3581,2016,1.0
3581,2015,1.1
3581,2014,1.0
3581,2013,0.0
3581,2012,0.0
3581,2011,0.0
3581,2010,0.0
3581,2009,0.0
3581,2008,1.0
3675,2022,5.0
3675,2021,2.0
3675,2020,1.3
3675,2019,2.0
3675,2018,2.0
3675,2017,3.46
3675,2016,0.63
3675,2015,0.0
3675,2014,0.0
3675,2013,0.0
3675,2012,0.36
3675,2011,2.1
3675,2010,2.75
3680,2022,2.8
3680,2021,4.86
3680,2020,2.03
3680,2019,0.25
3680,2018,0.25
3680,2017,0.37
3680,2016,0.51
3680,2015,0.5
3680,2014,0.5
3680,2013,2.0
3680,2012,2.0
3680,2011,2.0
3680,2010,1.8
3680,2009,0.42
3707,2022,0.35
3707,2021,0.0
3707,2020,0.0
3707,2019,0.15
3707,2018,0.0
3707,2017,0.0
3707,2016,0.0
3707,2015,0.0
3707,2014,-
4923,2022,4.51
4923,2021,1.11
4923,2020,0.0
4923,2019,2.8
4923,2018,0.0
4923,2017,0.3
4923,2016,0.8
4923,2015,0.8
4923,2014,0.8
4923,2013,0.0
4923,2012,0.2
4923,2011,0.0
4923,2010,0.0
4945,2022,3.2
4945,2021,1.6
4945,2020,1.5
4945,2019,2.0
4945,2012,0.0
4945,2011,0.0
4945,2010,0.0
4966,2022,32.48
4966,2021,21.74
4966,2020,15.07
4966,2019,12.31
4966,2018,12.22
4966,2017,8.88
4966,2016,4.94
4966,2015,4.98
4966,2014,2.8
4966,2013,7.4
4966,2012,3.47
4966,2011,0.0
4971,2022,1.5
4971,2021,1.0
4971,2020,1.01
4971,2019,0.99
4971,2018,2.0
4971,2017,2.0
4971,2016,2.5
4971,2015,1.38
4971,2014,1.0
4971,2013,1.0
4971,2012,1.5
4973,2022,1.0
4973,2021,1.0
4973,2020,1.2
4973,2019,1.2
4973,2018,1.0
4973,2017,1.8
4973,2016,1.2
4973,2015,1.51
4973,2014,3.5
4973,2013,3.5
4973,2012,2.0
4973,2011,2.5
4991,2022,0.0
4991,2021,0.0
4991,2020,0.51
4991,2019,1.19
4991,2018,0.98
4991,2017,0.95
4991,2016,2.38
4991,2015,2.41
4991,2014,0.88
4991,2013,0.0
4991,2012,0.2
5236,2022,10.0
5236,2021,8.0
5236,2020,2.35
5236,2019,1.0
5236,2018,0.0
5236,2017,1.0
5236,2016,0.0
5236,2015,0.0
5236,2014,0.0
5236,2013,0.4
5236,2012,0.75
5272,2022,0.86
5272,2021,0.0
5272,2020,0.0
5272,2019,0.0
5272,2018,1.5
5272,2017,1.4
5272,2016,1.02
5272,2015,3.5
5272,2014,3.01
5272,2013,2.31
5272,2012,2.07
5272,2011,0.29
5274,2022,36.0
5274,2021,26.0
5274,2020,22.0
5274,2019,18.0
5274,2018,15.0
5274,2017,12.0
5274,2016,8.0
5274,2015,9.0
5274,2014,6.5
5274,2013,5.2
5274,2012,4.22
5299,2022,11.59
5299,2021,6.5
5299,2020,5.5
5299,2019,5.1
5299,2018,2.75
5299,2017,0.79
5299,2016,0.3
5299,2015,0.7
5299,2014,0.6
5299,2013,1.2
5302,2022,0.0
5302,2021,0.0
5302,2020,0.0
5302,2019,0.0
5302,2018,0.0
5302,2017,0.0
5302,2016,0.0
5302,2015,0.0
5302,2014,0.0
5302,2013,0.0
5302,2012,0.0
5302,2011,0.0
5302,2010,0.0
5302,2009,0.0
5302,2008,0.0
5302,2007,0.0
5302,2006,0.5
5302,2005,0.0
5302,2004,0.3
5302,2003,0.2
5302,2002,3.5
5302,2001,3.5
5302,2000,1.41
5302,1999,1.0
5302,1998,3.5
5302,1997,0.0
5302,1996,0.0
5302,1995,1.5
5302,1994,0.9
5302,1993,1.0
5302,1992,1.45
5302,1991,2.0
5302,1989,1.5
5302,1988,18.8
5314,2022,0.0
5314,2021,0.0
5314,2020,0.0
5314,2019,0.0
5314,2018,0.0
5314,2017,0.0
5314,2016,0.0
5314,2015,0.0
5314,2014,0.0
5314,2013,0.0
5314,2012,0.0
5314,2011,0.0
5314,2010,0.0
5314,2009,0.0
5314,2008,0.0
5314,2007,0.0
5314,2006,0.14
5314,2005,0.0
5314,2004,0.0
5314,2003,0.0
5314,2002,0.0
5314,2001,0.0
5314,2000,2.5
5314,1999,4.1
5314,1998,5.0
5314,1997,1.4
5314,1996,1.2
5314,1995,0.7
5314,1994,16.34
5314,1993,0.0
5344,2022,0.0
5344,2021,0.0
5344,2020,0.0
5344,2019,0.0
5344,2018,0.0
5344,2017,0.0
5344,2016,0.0
5344,2015,0.0
5344,2014,0.0
5344,2013,1.03
5344,2012,0.39
5344,2011,0.93
5344,2010,1.15
5344,2009,0.84
5344,2008,0.0
5344,2007,0.0
5344,2006,0.0
5344,2005,0.0
5344,2004,0.0
5344,2003,0.0
5344,2002,0.0
5344,2001,0.0
5344,2000,0.0
5344,1999,0.0
5344,1998,1.0
5344,1997,1.5
5344,1996,2.0
5344,1995,1.0
5344,1994,5.82
5344,1993,0.0
5344,1992,2.4
5344,1990,11.0
5347,2022,4.5
5347,2021,3.5
5347,2020,3.2
5347,2019,3.2
5347,2018,3.0
5347,2017,3.0
5347,2016,2.6
5347,2015,2.6
5347,2014,1.76
5347,2013,0.97
5347,2012,0.63
5347,2011,0.6
5347,2010,0.4
5347,2009,0.4
5347,2008,1.77
5347,2007,1.49
5347,2006,1.5
5347,2005,2.32
5347,2004,0.0
5347,2003,0.0
5347,2002,0.0
5347,2001,0.0
5347,2000,0.0
5347,1999,0.0
5347,1998,0.0
5347,1997,0.0
5347,1996,0.6
5347,1995,0.0
5351,2022,1.3
5351,2021,0.0
5351,2020,0.0
5351,2019,0.0
5351,2018,0.0
5351,2017,0.0
5351,2016,0.0
5351,2015,0.2
5351,2014,0.0
5351,2013,0.0
5351,2012,0.0
5351,2011,0.32
5351,2010,0.15
5351,2009,0.0
5351,2008,2.04
5351,2007,1.77
5351,2006,1.41
5351,2005,0.91
5351,2004,0.43
5351,2003,0.0
5351,2002,1.0
5351,2001,1.3
5351,2000,2.0
5351,1999,1.2
5351,1998,2.5
5351,1997,1.35
5351,1996,10.0
5351,1995,7.32
5351,1994,3.68
5351,1993,1.29
5351,1992,12.0
5425,2022,2.5
5425,2021,1.5
5425,2020,1.5
5425,2019,3.0
5425,2018,2.98
5425,2017,2.5
5425,2016,2.5
5425,2015,2.0
5425,2014,1.2
5425,2013,0.5
5425,2012,1.0
5425,2011,1.2
5425,2010,0.4
5425,2009,0.0
5425,2008,0.7
5425,2007,0.96
5425,2006,0.3
5425,2005,0.21
5425,2004,0.8
5425,2003,0.8
5425,2002,0.8
5425,2001,1.2
5425,2000,1.5
5425,1999,2.0
5425,1998,2.0
5468,2022,0.0
5468,2021,0.0
5468,2020,0.0
5468,2019,0.0
5468,2018,0.0
5468,2017,0.0
5468,2016,0.0
5468,2015,0.0
5468,2014,0.0
5468,2013,0.0
5468,2012,0.0
5468,2011,0.0
5468,2010,0.0
5468,2009,0.0
5468,2008,0.0
5468,2007,0.0
5468,2006,0.0
5468,2005,0.0
5468,2004,0.0
5468,2003,0.0
5468,2002,0.0
5468,2001,2.5
5468,2000,3.0
5468,1999,0.0
5483,2022,8.0
5483,2021,9.0
5483,2020,5.0
5483,2019,3.0
5483,2018,3.0
5483,2017,1.5
5483,2016,1.5
5483,2015,1.8
5483,2014,1.0
5483,2013,0.0
5483,2012,0.85
5483,2011,5.5
5483,2010,1.7
5483,2009,4.49
5483,2008,6.49
5483,2007,3.69
5483,2006,1.5
5483,2005,1.45
5483,2004,0.8
5483,2003,0.4
5483,2002,0.4
5483,2001,1.5
5483,2000,1.0
5483,1999,0.0
5483,1998,0.5
5487,2022,1.35
5487,2021,1.09
5487,2020,0.98
5487,2019,0.88
5487,2018,1.47
5487,2017,2.0
5487,2016,1.7
5487,2015,2.0
5487,2014,2.5
5487,2013,2.0
5487,2012,0.84
5487,2011,1.0
5487,2010,1.25
5487,2009,1.0
5487,2008,1.09
5487,2007,1.0
5487,2006,0.5
5487,2005,1.59
5487,2004,1.59
5487,2003,1.0
5487,2002,1.0
5487,2001,3.0
5487,2000,3.0
5487,1999,2.11
6103,2022,0.0
6103,2021,0.0
6103,2020,0.0
6103,2019,0.0
6103,2018,0.0
6103,2017,0.0
6103,2016,0.0
6103,2015,0.0
6103,2014,0.0
6103,2013,0.0
6103,2012,0.0
6103,2011,0.0
6103,2010,0.0
6103,2009,0.0
6103,2008,0.0
6103,2007,0.0
6103,2006,0.0
6103,2005,3.0
6103,2004,2.6
6103,2003,1.77
6103,2002,0.0
6103,2001,0.0
6103,2000,0.0
6103,1999,0.5
6103,1998,0.8
6103,1997,0.0
6104,2022,4.5
6104,2021,3.0
6104,2020,2.0
6104,2019,2.36
6104,2018,1.3
6104,2017,3.0
6104,2016,3.0
6104,2015,4.0
6104,2014,0.0
6104,2013,0.0
6104,2012,0.0
6104,2011,0.0
6104,2010,0.0
6104,2009,0.0
6104,2008,1.65
6104,2007,0.95
6104,2006,0.98
6104,2005,0.26
6104,2004,2.43
6104,2003,4.52
6104,2002,1.2
6104,2001,5.14
6104,2000,6.95
6104,1999,0.0
6104,1998,0.0
6129,2022,0.0
6129,2021,0.0
6129,2020,0.0
6129,2019,0.0
6129,2018,0.0
6129,2017,0.0
6129,2016,0.0
6129,2015,0.0
6129,2014,0.0
6129,2013,0.2
6129,2012,0.5
6129,2011,1.0
6129,2010,0.6
6129,2009,0.0
6129,2008,0.6
6129,2007,0.87
6129,2006,1.2
6129,2005,2.0
6129,2004,4.0
6129,2003,4.0
6129,2002,2.0
6129,2001,2.0
6129,2000,3.1
6129,1999,0.0
6129,1998,0.0
6138,2022,9.02
6138,2021,5.2
6138,2020,4.33
6138,2019,4.2
6138,2018,2.4
6138,2017,2.11
6138,2016,1.5
6138,2015,1.89
6138,2014,0.49
6138,2013,0.98
6138,2012,1.53
6138,2011,1.5
6138,2010,1.5
6138,2009,0.7
6138,2008,1.99
6138,2007,0.57
6138,2006,2.2
6138,2005,1.99
6138,2004,3.0
6138,2003,2.0
6138,2002,0.3
6138,2000,0.0
6138,1999,0.0
6147,2022,6.0
6147,2021,3.8
6147,2020,4.2
6147,2019,3.5
6147,2018,2.35
6147,2017,2.1
6147,2016,2.1
6147,2015,2.6
6147,2014,2.6
6147,2013,2.6
6147,2012,2.0
6147,2011,2.0
6147,2010,0.0
6147,2009,0.0
6147,2008,2.5
6147,2007,1.2
6147,2006,2.07
6147,2005,1.86
6147,2004,1.63
6147,2003,0.0
6147,2002,0.0
6147,2001,0.0
6147,2000,0.0
6147,1999,0.0
6182,2022,1.35
6182,2021,1.1
6182,2020,1.8
6182,2019,2.5
6182,2018,0.38
6182,2017,0.0
6182,2016,0.0
6182,2015,0.0
6182,2014,0.0
6182,2013,0.0
6182,2012,0.2
6182,2011,1.3
6182,2010,0.0
6182,2009,2.3
6182,2008,3.71
6182,2007,3.01
6182,2006,1.18
6182,2005,0.98
6182,2004,0.3
6182,2003,0.0
6182,2002,0.0
6182,2001,0.0
6182,2000,0.0
6198,2022,0.0
6198,2021,0.0
6198,2020,0.0
6198,2019,0.0
6198,2018,0.0
6198,2017,0.0
6198,2016,0.0
6198,2015,0.0
6198,2014,0.0
6198,2013,0.0
6198,2012,0.0
6198,2011,0.0
6198,2010,0.0
6198,2009,0.0
6198,2008,0.0
6198,2007,0.0
6198,2006,0.0
6198,2005,0.0
6198,2004,0.9
6198,2003,2.0
6198,2002,1.5
6198,2001,1.4
6198,2000,0.0
6223,2022,4.0
6223,2021,4.47
6223,2020,2.49
6223,2019,2.0
6223,2018,0.5
6223,2017,4.18
6223,2016,3.0
6223,2015,4.01
6223,2014,2.1
6223,2013,2.5
6223,2012,4.5
6223,2011,5.79
6223,2010,0.0
6223,2009,0.6
6223,2008,3.57
6223,2007,3.52
6223,2006,1.0
6223,2005,8.07
6223,2004,3.46
6223,2003,3.5
6223,2002,2.19
6223,2001,4.2
6223,2000,2.0
6229,2022,2.5
6229,2021,1.02
6229,2020,0.54
6229,2019,0.93
6229,2018,0.46
6229,2017,0.67
6229,2016,0.04
6229,2015,0.78
6229,2014,0.97
6229,2013,0.12
6229,2012,0.5
6229,2011,1.09
6229,2010,0.5
6229,2009,0.6
6229,2008,1.2
6229,2007,2.0
6229,2006,1.3
6229,2005,1.5
6229,2004,2.0
6229,2003,2.5
6229,2002,3.5
6229,2001,1.9
6229,2000,0.0
6233,2022,0.0
6233,2021,0.0
6233,2020,0.0
6233,2019,0.0
6233,2018,0.0
6233,2017,0.0
6233,2016,0.0
6233,2015,0.0
6233,2014,0.0
6233,2013,0.0
6233,2012,0.0
6233,2011,0.0
6233,2010,0.0
6233,2009,0.0
6233,2008,0.7
6233,2007,0.0
6233,2006,1.03
6233,2005,5.6
6233,2004,4.72
6233,2003,4.0
6233,2002,2.0
6233,2001,1.0
6233,2000,0.0
6237,2022,1.0
6237,2021,1.0
6237,2020,0.25
6237,2019,0.25
6237,2018,0.5
6237,2017,0.25
6237,2016,0.25
6237,2015,0.7
6237,2014,0.99
6237,2013,1.0
6237,2012,0.25
6237,2011,0.0
6237,2010,0.0
6237,2009,0.25
6237,2008,5.0
6237,2007,5.47
6237,2006,5.0
6237,2005,2.95
6237,2004,2.5
6237,2003,4.0
6237,2002,8.0
6237,2000,5.28
6261,2022,5.0
6261,2021,4.0
6261,2020,3.0
6261,2019,3.0
6261,2018,4.1
6261,2017,3.1
6261,2016,3.3
6261,2015,5.1
6261,2014,3.77
6261,2013,4.76
6261,2012,5.33
6261,2011,4.76
6261,2010,3.1
6261,2009,3.1
6261,2008,4.5
6261,2007,4.98
6261,2006,3.48
6261,2005,5.0
6261,2004,5.0
6261,2003,4.0
6261,2002,2.0
6261,2001,3.0
6287,2022,0.0
6287,2021,0.0
6287,2020,0.0
6287,2019,0.0
6287,2018,0.0
6287,2017,0.0
6287,2016,0.0
6287,2015,0.0
6287,2014,0.0
6287,2013,0.0
6287,2012,0.0
6287,2011,0.0
6287,2010,0.0
6287,2009,0.0
6287,2008,0.0
6287,2007,0.0
6287,2006,0.0
6287,2005,0.0
6287,2004,0.0
6287,2003,0.0
6287,2002,0.0
6287,2001,0.6
6287,2000,0.0
6291,2022,0.0
6291,2021,0.0
6291,2020,0.0
6291,2019,0.0
6291,2018,0.0
6291,2017,0.0
6291,2016,0.0
6291,2015,0.0
6291,2014,0.0
6291,2013,0.0
6291,2012,0.0
6291,2011,0.0
6291,2010,0.0
6291,2009,0.0
6291,2008,0.9
6291,2007,0.0
6291,2006,2.13
6291,2005,0.0
6291,2004,1.02
6291,2003,1.0
6291,2002,0.0
6291,2001,2.3
6411,2022,7.16
6411,2021,5.03
6411,2020,4.8
6411,2019,4.76
6411,2018,3.8
6411,2017,2.4
6411,2016,1.8
6411,2015,1.5
6411,2014,1.5
6411,2013,1.5
6411,2012,2.0
6435,2022,7.2
6435,2021,5.0
6435,2020,4.3
6435,2019,7.07
6435,2018,3.5
6435,2017,3.0
6435,2016,3.0
6435,2015,2.95
6435,2014,2.16
6457,2022,10.89
6457,2021,6.32
6457,2020,1.82
6457,2019,1.83
6457,2018,1.99
6457,2017,2.05
6457,2016,2.1
6457,2015,1.44
6457,2014,1.05
6457,2013,1.13
6462,2022,10.0
6462,2021,15.0
6462,2020,9.0
6462,2019,8.09
6462,2018,4.28
6462,2017,0.0
6462,2016,0.0
6462,2015,0.0
6462,2014,0.0
6485,2022,4.98
6485,2021,0.49
6485,2020,0.5
6485,2019,1.5
6485,2018,0.0
6485,2017,2.44
6485,2016,3.88
6485,2015,3.91
6488,2022,16.0
6488,2021,18.0
6488,2020,25.0
6488,2019,25.0
6488,2018,10.0
6488,2017,2.5
6488,2016,5.0
6488,2015,5.7
6494,2022,8.0
6494,2021,3.5
6494,2020,2.0
6494,2019,2.2
6494,2018,3.5
6494,2017,3.0
6494,2016,1.8
6494,2015,2.2
6510,2022,13.6
6510,2021,12.0
6510,2020,10.0
6510,2019,10.0
6510,2018,10.0
6510,2017,8.0
6510,2016,6.0
6510,2015,2.3
6510,2014,1.2
6532,2022,1.8
6532,2021,2.0
6532,2020,1.6
6532,2019,2.3
6532,2018,1.1
6532,2017,0.79
6532,2016,1.4
6532,2015,0.8
6568,2022,5.02
6568,2021,7.08
6568,2020,6.0
6568,2019,5.9
6568,2018,5.0
6568,2017,5.0
6568,2016,3.0
6568,2015,3.0
6594,2022,1.0
6594,2021,1.6
6594,2020,0.98
6594,2019,0.75
6594,2018,0.98
6594,2017,1.41
6640,2022,5.0
6640,2021,3.0
6640,2020,3.0
6640,2019,3.0
6640,2018,3.0
6640,2017,3.5
6643,2022,6.3
6643,2021,8.0
6643,2020,7.55
6643,2019,7.0
6643,2018,4.5
6651,2022,4.5
6651,2021,3.0
6651,2020,2.0
6651,2019,2.04
6651,2018,2.84
6679,2022,7.13
6679,2021,4.99
6679,2020,2.44
6679,2019,1.6
6679,2018,1.0
6683,2022,7.76
6683,2021,5.5
6683,2020,4.0
6683,2019,3.0
6683,2018,2.0
6684,2022,5.51
6684,2021,2.01
6684,2020,0.0
6684,2019,0.65
6693,2022,2.22
6693,2021,0.2
6693,2020,0.0
6693,2019,0.0
6716,2022,8.5
6716,2021,5.0
6716,2020,2.73
6716,2019,3.0
6732,2022,30.0
6732,2021,22.5
6732,2020,21.93
6788,2022,5.0
6788,2021,4.0
6788,2020,3.5
6823,2022,2.59
6823,2021,5.0
7556,2022,2.8
7556,2021,2.4
7556,2020,2.2
8024,2022,1.4
8024,2021,0.0
8024,2020,0.0
8024,2019,0.3
8024,2018,0.3
8024,2017,0.3
8024,2016,0.2
8024,2015,0.5
8024,2014,1.0
8024,2013,1.0
8024,2012,0.23
8024,2011,1.88
8024,2010,1.23
8024,2009,1.66
8024,2008,2.85
8024,2007,2.5
8024,2006,1.2
8024,2005,0.65
8024,2004,1.03
8024,2003,0.0
8024,2002,1.0
8024,2001,4.0
8024,2000,7.0
8040,2022,0.6
8040,2021,0.0
8040,2020,0.2
8040,2019,0.0
8040,2018,0.0
8040,2017,0.0
8040,2016,0.0
8040,2015,0.0
8040,2014,0.0
8040,2013,0.0
8040,2012,0.0
8040,2011,1.04
8040,2010,0.0
8040,2009,0.0
8040,2008,1.1
8040,2007,1.5
8040,2006,0.0
8040,2005,0.0
8040,2004,0.0
8040,2003,0.0
8040,2002,0.0
8054,2022,1.65
8054,2021,0.5
8054,2020,0.54
8054,2019,1.0
8054,2018,1.0
8054,2017,0.8
8054,2016,1.01
8054,2015,1.52
8054,2014,2.0
8054,2013,1.83
8054,2012,3.3
8054,2011,2.5
8054,2010,2.0
8054,2009,1.0
8054,2008,2.5
8054,2007,3.48
8054,2006,3.99
8054,2005,2.62
8054,2004,2.76
8054,2003,0.0
8054,2002,0.98
8054,2001,0.86
8086,2022,2.8
8086,2021,2.8
8086,2020,1.7
8086,2019,1.5
8086,2018,1.4
8086,2017,2.4
8086,2016,4.75
8086,2015,1.95
8086,2014,0.0
8086,2013,0.0
8086,2012,0.48
8086,2011,0.7
8086,2010,0.2
8086,2009,0.44
8086,2008,0.0
8086,2007,0.0
8086,2006,0.0
8086,2005,0.0
8086,2004,0.0
8086,2003,0.0
8086,2002,0.0
8088,2022,1.0
8088,2021,1.2
8088,2020,2.08
8088,2019,0.44
8088,2018,0.19
8088,2017,1.06
8088,2016,1.48
8088,2015,1.6
8088,2014,3.26
8088,2013,0.6
8088,2012,0.6
8088,2011,0.0
8088,2010,0.0
8088,2009,0.0
8088,2008,0.0
8088,2007,0.65
8088,2006,0.0
8088,2005,1.7
8088,2004,1.5
8088,2003,4.0
8088,2002,0.5
8088,2001,1.0
8277,2022,0.0
8277,2021,0.0
8277,2020,0.0
8277,2019,0.0
8277,2018,0.0
8277,2017,0.0
8277,2016,0.0
8277,2015,0.0
8277,2014,0.5
8277,2013,0.0
8277,2012,0.0
8277,2011,0.0
8277,2010,3.0
8277,2009,0.0
8277,2008,0.0
8277,2007,1.48
8277,2006,1.2
8277,2005,2.94
8277,2004,1.5
8277,2003,0.0
8277,2002,0.0
8277,2001,0.0
8299,2022,23.0
8299,2021,33.0
8299,2020,13.0
8299,2019,13.0
8299,2018,17.0
8299,2017,14.0
8299,2016,12.0
8299,2015,11.2
8299,2014,10.22
8299,2013,8.0
8299,2012,7.0
8299,2011,4.34
8299,2010,7.0
8299,2009,3.73
8299,2008,7.75
8299,2007,6.63
8299,2006,6.97
8299,2005,5.99
8299,2004,9.0
8299,2003,10.2
8299,2002,1.0
1569,2022,1.6
1569,2021,1.5
1569,2020,0.29
1569,2019,0.25
1569,2018,0.6
1569,2017,0.39
1569,2016,0.0
1569,2015,0.0
1569,2014,0.0
1569,2013,0.8
1569,2012,1.8
1569,2011,0.85
1569,2010,1.99
1569,2009,0.6
1569,2008,1.25
1569,2007,2.3
1569,2006,2.0
1569,2005,1.5
1569,2004,2.0
3071,2022,1.6
3071,2021,1.6
3071,2020,1.55
3071,2019,1.2
3071,2018,0.9
3071,2017,0.0
3071,2016,0.0
3071,2015,0.0
3071,2014,0.0
3071,2013,0.2
3071,2012,0.2
3071,2011,0.0
3071,2010,0.0
3071,2009,0.0
3071,2008,0.0
3071,2007,0.7
3071,2006,1.1
3071,2005,1.0
3071,2004,1.3
3071,2003,1.2
3071,2002,2.1
3071,2001,2.0
3071,2000,1.2
3088,2022,3.04
3088,2021,2.57
3088,2020,3.98
3088,2019,3.75
3088,2018,5.53
3088,2017,3.65
3088,2016,4.3
3088,2015,3.99
3088,2014,2.67
3088,2013,1.96
3088,2012,1.5
3088,2011,2.2
3088,2010,1.3
3088,2009,2.0
3088,2008,3.28
3088,2007,3.99
3088,2006,2.56
3088,2005,2.5
3088,2004,2.8
3088,2003,1.8
3088,2002,0.8
3088,2001,1.6
3088,2000,1.6
3088,1999,2.1
3211,2022,15.03
3211,2021,6.5
3211,2020,5.0
3211,2019,3.5
3211,2018,2.5
3211,2017,3.0
3211,2016,3.5
3211,2015,5.0
3211,2014,5.0
3211,2013,6.5
3211,2012,6.5
3211,2011,5.99
3211,2010,5.99
3211,2009,7.0
3211,2008,6.9
3211,2007,3.86
3211,2006,6.5
3211,2005,5.0
3211,2004,3.1
3211,2003,4.0
3211,2002,4.9
3213,2022,3.7
3213,2021,4.5
3213,2020,4.2
3213,2019,2.8
3213,2018,4.0
3213,2017,3.4
3213,2016,3.1
3213,2015,3.1
3213,2014,2.6
3213,2013,2.0
3213,2012,4.5
3213,2011,5.5
3213,2010,6.6
3213,2009,5.0
3213,2008,7.0
3213,2007,6.7
3213,2006,6.6
3213,2005,3.0
3213,2004,3.0
3213,2003,3.0
3272,2022,1.02
3272,2021,1.8
3272,2020,0.8
3272,2019,1.0
3272,2018,1.35
3272,2017,1.49
3272,2016,1.78
3272,2015,8.27
3272,2014,4.0
3272,2013,0.3
3272,2012,0.0
3272,2011,0.0
3272,2010,0.0
3272,2009,0.0
3272,2008,0.0
3272,2007,0.0
3272,2006,0.75
3272,2005,0.0
3272,2004,0.0
3287,2022,0.0
3287,2021,0.0
3287,2020,0.0
3287,2019,0.0
3287,2018,0.0
3287,2017,0.0
3287,2016,0.0
3287,2015,0.0
3287,2014,0.0
3287,2013,0.0
3287,2012,0.0
3287,2011,1.3
3287,2010,1.3
3287,2009,0.64
3287,2008,0.76
3287,2007,0.8
3287,2006,2.6
3287,2005,3.51
3287,2004,3.74
3323,2022,2.0
3323,2021,2.5
3323,2020,1.04
3323,2019,2.06
3323,2018,2.0
3323,2017,1.0
3323,2016,1.04
3323,2015,1.0
3323,2014,0.5
3323,2013,1.0
3323,2012,1.0
3323,2011,1.5
3323,2010,2.0
3323,2009,2.5
3323,2008,3.02
3323,2007,2.0
3323,2006,2.5
3323,2005,3.0
3323,2004,2.7
3325,2022,0.0
3325,2021,2.5
3325,2020,0.7
3325,2019,0.0
3325,2018,0.0
3325,2017,0.5
3325,2016,0.14
3325,2015,0.0
3325,2014,0.0
3325,2013,0.0
3325,2012,0.0
3325,2011,0.49
3325,2010,1.2
3325,2009,1.2
3325,2008,2.23
3325,2007,2.0
3325,2006,3.0
3325,2005,2.0
3325,2004,2.0
3349,2022,1.2
3349,2021,0.58
3349,2020,0.0
3349,2019,0.2
3349,2018,0.0
3349,2017,0.2
3349,2016,1.6
3349,2015,0.8
3349,2014,0.8
3349,2013,1.0
3349,2012,0.55
3349,2011,1.3
3349,2004,1.12
3479,2022,2.58
3479,2021,2.58
3479,2020,4.0
3479,2019,2.6
3479,2018,2.6
3479,2017,3.6
3479,2016,3.55
3479,2015,2.8
3479,2014,3.0
3479,2013,3.44
3479,2012,2.31
3479,2011,2.8
3479,2010,2.04
3479,2009,2.0
3479,2008,3.05
3479,2007,0.83
3479,2006,1.46
3479,2005,0.0
3483,2022,3.0
3483,2021,2.5
3483,2020,1.42
