代碼,股利發放年度,股利合計,盈4,盈配率
4927,2019,2.461,,
4943,2021,0.1,-24.11,-0.00414765657403567
4943,2020,2.0,-0.93,-2.150537634408602
4943,2019,5.622,,
4958,2023,6.0,13.569999999999999,0.44215180545320565
4958,2022,5.0,15.02,0.33288948069241014
4958,2021,4.5,10.21,0.44074436826640545
4958,2020,4.5,8.9,0.5056179775280899
4958,2019,4.46,,
4989,2022,1.5,1.47,1.0204081632653061
4989,2021,0.667,3.77,0.17692307692307693
4989,2020,0.6,0.22,2.727272727272727
4989,2019,1.6,,
4999,2022,2.0,2.77,0.7220216606498195
4999,2021,3.0,2.44,1.2295081967213115
4999,2020,2.5,5.66,0.4416961130742049
4999,2019,3.5,,
5469,2022,2.2,6.07,0.3624382207578254
5469,2021,2.2,7.05,0.3120567375886525
5469,2020,1.674,6.15,0.2721951219512195
5469,2019,1.197,,
6108,2022,1.05,0.22,4.7727272727272725
6108,2021,0.5,1.5,0.3333333333333333
6108,2020,1.6,-0.52,-3.076923076923077
6108,2019,2.5,,
6115,2022,2.8,4.27,0.6557377049180328
6115,2021,2.8,2.7,1.037037037037037
6115,2020,3.0,2.58,1.1627906976744187
6115,2019,3.0,,
6133,2020,0.25,0.02,12.5
6133,2019,0.25,,
6141,2022,1.013,-1.29,-0.7852713178294572
6141,2021,0.5,2.88,0.1736111111111111
6141,2020,0.403,2.67,0.150936329588015
6141,2019,0.1,,
6153,2021,0.5,-0.88,-0.5681818181818182
6153,2020,0.25,1.18,0.21186440677966104
6153,2019,0.6,,
6155,2022,0.85,2.19,0.3881278538812785
6155,2021,0.75,0.93,0.8064516129032258
6155,2020,1.04,0.39,2.6666666666666665
6155,2019,1.0,,
6191,2022,1.751,5.24,0.33416030534351143
6191,2021,0.803,5.79,0.1386873920552677
6191,2020,0.501,3.42,0.14649122807017545
6191,2019,0.3,,
6197,2022,3.0,3.6,0.8333333333333333
6197,2021,2.9,3.06,0.9477124183006536
6197,2020,3.0,2.13,1.4084507042253522
6197,2019,2.0,,
6205,2022,1.998,4.06,0.49211822660098525
6205,2021,1.5,2.02,0.7425742574257426
6205,2020,1.211,2.01,0.6024875621890549
6205,2019,1.5,,
6213,2023,3.0,3.0300000000000007,0.9900990099009899
6213,2022,5.0,4.94,1.0121457489878543
6213,2021,5.0,9.0,0.5555555555555556
6213,2020,5.0,8.19,0.6105006105006106
6213,2019,3.8,,
6224,2023,1.5,0.18000000000000005,8.33333333333333
6224,2022,4.25,1.05,4.0476190476190474
6224,2021,4.25,6.02,0.7059800664451827
6224,2020,4.0,5.01,0.7984031936127745
6224,2019,3.75,,
6269,2023,5.0,8.850000000000001,0.5649717514124293
6269,2022,5.0,10.83,0.4616805170821791
6269,2021,5.117,8.19,0.6247863247863248
6269,2020,4.975,8.63,0.5764774044032444
6269,2019,4.995,,
6282,2023,0.2,1.09,0.1834862385321101
6282,2022,1.0,1.23,0.8130081300813008
6282,2021,1.2,1.17,1.0256410256410258
6282,2020,1.1,2.54,0.4330708661417323
6282,2019,1.0,,
6412,2023,5.9,7.760000000000002,0.7603092783505153
6412,2022,5.2,8.22,0.6326034063260341
6412,2021,4.0,7.22,0.554016620498615
6412,2020,3.2,5.52,0.5797101449275364
6412,2019,2.0,,
6449,2022,2.0,3.82,0.5235602094240838
6449,2021,1.9,3.49,0.5444126074498566
6449,2020,1.0,3.1,0.3225806451612903
6449,2019,0.985,,
6672,2022,6.6,6.6,1.0
6672,2021,3.2,11.72,0.27303754266211605
6672,2020,5.0,5.28,0.9469696969696969
6672,2019,3.347,,
6715,2022,1.8,9.42,0.1910828025477707
6715,2021,2.5,3.05,0.819672131147541
6715,2020,1.8,4.77,0.37735849056603776
6715,2019,0.5,,
6781,2022,15.0,37.67,0.39819485001327315
6781,2021,5.3,30.18,0.1756129887342611
8039,2022,2.5,3.35,0.7462686567164178
8039,2021,2.5,3.51,0.7122507122507123
8039,2020,2.5,3.7,0.6756756756756757
8039,2019,2.5,,
8046,2023,18.0,27.64,0.6512301013024602
8046,2022,10.0,30.05,0.33277870216306155
8046,2021,3.4,16.38,0.20757020757020758
8046,2020,0.7,5.67,0.12345679012345678
8046,2019,0.7,,
8103,2022,2.0,4.2,0.47619047619047616
8103,2021,1.4,4.29,0.32634032634032634
8103,2020,1.031,2.7,0.3818518518518518
8103,2019,1.0,,
8213,2023,2.5,4.25,0.5882352941176471
8213,2022,5.0,5.44,0.9191176470588235
8213,2021,3.5,8.6,0.4069767441860465
8213,2020,2.547,7.28,0.3498626373626374
8213,2019,2.183,,
8249,2023,1.878,3.42,0.5491228070175438
8249,2022,1.289,3.22,0.40031055900621115
8249,2021,1.3,1.5,0.8666666666666667
8249,2020,1.2,1.5,0.7999999999999999
8249,2019,1.3,,
2347,2023,3.5,8.950000000000001,0.39106145251396646
2347,2022,5.0,9.44,0.5296610169491526
2347,2021,3.3,10.35,0.3188405797101449
2347,2020,2.6,4.89,0.5316973415132925
2347,2019,2.0,,
2414,2022,2.8,3.08,0.9090909090909091
2414,2021,1.8,3.44,0.5232558139534884
2414,2020,1.5,2.25,0.6666666666666666
2414,2019,1.45,,
2430,2023,4.0,4.16,0.9615384615384615
2430,2022,3.54,4.29,0.8251748251748252
2430,2021,1.55,3.93,0.39440203562340964
2430,2020,1.0,1.85,0.5405405405405405
2430,2019,0.9,,
3010,2022,6.8,10.53,0.6457739791073125
3010,2021,4.6,12.05,0.38174273858921154
3010,2020,3.3,8.03,0.4109589041095891
3010,2019,3.2,,
3028,2022,3.438,3.3,1.041818181818182
3028,2021,1.9,4.1,0.4634146341463415
3028,2020,1.0,2.21,0.45248868778280543
3028,2019,1.7,,
3033,2022,3.007,4.03,0.7461538461538462
3033,2021,1.333,4.54,0.29361233480176213
3033,2020,0.578,1.9,0.3042105263157895
3033,2019,1.619,,
3036,2022,5.015,8.61,0.5824622531939605
3036,2021,3.203,9.96,0.3215863453815261
3036,2020,2.089,5.22,0.4001915708812261
3036,2019,2.351,,
3048,2022,3.4,3.11,1.0932475884244373
3048,2021,2.9,4.63,0.6263498920086393
3048,2020,1.0,3.13,0.3194888178913738
3048,2019,0.7,,
3055,2022,0.2,2.14,0.09345794392523364
3055,2021,0.2,-3.7,-0.05405405405405406
3055,2020,0.4,-0.48,-0.8333333333333334
3055,2019,1.0,,
3209,2022,3.2,5.01,0.6387225548902197
3209,2021,2.0,4.05,0.4938271604938272
3209,2020,1.279,2.51,0.5095617529880478
3209,2019,1.2,,
3312,2022,2.0,3.08,0.6493506493506493
3312,2020,1.2,1.58,0.7594936708860759
3312,2019,1.3,,
3528,2022,3.8,5.65,0.6725663716814159
3528,2021,2.9,4.57,0.6345733041575492
3528,2020,2.5,3.18,0.7861635220125786
3528,2019,2.5,,
3702,2022,3.5,6.02,0.5813953488372093
3702,2021,3.1,6.61,0.4689863842662632
3702,2020,2.4,4.77,0.5031446540880503
3702,2019,2.7,,
5434,2023,10.0,17.05,0.5865102639296187
5434,2022,8.8,16.61,0.5298013245033113
5434,2021,8.0,12.63,0.6334125098970704
5434,2020,6.5,11.38,0.5711775043936731
5434,2019,5.3,,
6189,2022,3.678,4.08,0.9014705882352941
6189,2021,2.671,4.31,0.6197215777262182
6189,2020,2.28,2.99,0.7625418060200667
6189,2019,2.63,,
6281,2023,5.0,5.69,0.8787346221441125
6281,2022,5.0,5.88,0.8503401360544218
6281,2021,5.0,6.05,0.8264462809917356
6281,2020,4.0,5.87,0.6814310051107325
6281,2019,4.0,,
6776,2022,3.2,5.09,0.6286836935166995
6776,2021,2.0,4.28,0.4672897196261682
6776,2020,1.5,2.63,0.5703422053231939
8070,2023,1.8,2.6100000000000003,0.689655172413793
8070,2022,2.35,3.16,0.7436708860759493
8070,2021,1.3969999999999998,2.54,0.5499999999999999
8070,2020,8.76,1.56,5.615384615384615
8070,2019,16.1,,
8072,2022,0.35,1.18,0.2966101694915254
8072,2021,0.2,0.39,0.5128205128205129
8072,2020,0.2,-0.15,-1.3333333333333335
8072,2019,0.5,,
8112,2022,4.0,5.16,0.7751937984496123
8112,2021,3.0,7.02,0.4273504273504274
8112,2020,2.7,4.22,0.6398104265402844
8112,2019,3.0,,
2427,2022,0.35,1.04,0.3365384615384615
2427,2021,0.3,0.81,0.37037037037037035
2427,2020,0.35,0.63,0.5555555555555555
2427,2019,0.4,,
2453,2022,1.9,2.51,0.7569721115537849
2453,2021,1.5,2.16,0.6944444444444444
2453,2020,1.0,1.7,0.5882352941176471
2453,2019,0.5,,
2468,2022,0.4,0.91,0.43956043956043955
2468,2021,0.4,0.64,0.625
2468,2020,0.5,0.55,0.9090909090909091
2468,2019,0.5,,
2471,2022,2.244,3.04,0.7381578947368421
2471,2021,1.5,2.42,0.6198347107438017
2471,2020,1.425,2.07,0.6884057971014493
2471,2019,1.2,,
2480,2023,6.26,7.19,0.8706536856745479
2480,2022,5.62,6.91,0.8133140376266281
2480,2021,4.3,6.0,0.7166666666666667
2480,2020,4.45,4.68,0.9508547008547009
2480,2019,3.42,,
3029,2023,3.598,4.23,0.8505910165484633
3029,2022,3.603,4.03,0.894044665012407
3029,2021,3.001,4.24,0.7077830188679245
3029,2020,2.01,3.55,0.5661971830985916
3029,2019,1.497,,
3130,2022,11.16,13.42,0.8315946348733234
3130,2021,7.8,11.16,0.6989247311827956
3130,2020,8.62,7.8,1.105128205128205
3130,2019,8.51,,
4994,2022,1.5,0.48,3.125
4994,2021,3.0,1.23,2.4390243902439024
4994,2020,1.0,3.91,0.2557544757033248
5203,2022,1.714,2.34,0.7324786324786325
5203,2021,2.262,-7.21,-0.31373092926490986
5203,2020,3.638,2.26,1.6097345132743364
5203,2019,2.99,,
6112,2022,2.5,2.19,1.1415525114155252
6112,2021,2.5,3.07,0.8143322475570033
6112,2020,3.0,2.91,1.0309278350515463
6112,2019,2.5,,
6183,2022,2.05,3.09,0.6634304207119741
6183,2021,1.81,2.84,0.6373239436619719
6183,2020,1.75,2.25,0.7777777777777778
6183,2019,1.66,,
6214,2022,5.0,4.4,1.1363636363636362
6214,2021,5.0,4.9,1.0204081632653061
6214,2020,5.0,6.72,0.7440476190476191
6214,2019,5.0,,
2312,2022,0.198,0.69,0.28695652173913044
2312,2021,0.291,0.01,29.099999999999998
2312,2020,0.306,0.11,2.7818181818181817
2312,2019,0.3,,
2317,2022,5.2,10.21,0.5093046033300686
2317,2021,4.0,10.05,0.3980099502487562
2317,2020,4.2,7.34,0.5722070844686649
2317,2019,4.0,,
2354,2022,1.7,3.02,0.5629139072847682
2354,2021,1.8,3.17,0.5678233438485805
2354,2020,2.5,3.34,0.7485029940119761
2354,2019,3.2,,
2359,2023,1.5,2.2800000000000002,0.6578947368421052
2359,2022,0.9,2.67,0.33707865168539325
2359,2021,0.5,1.16,0.4310344827586207
2359,2020,0.8,0.12,6.666666666666667
2359,2019,1.1,,
2360,2022,6.981,12.14,0.5750411861614497
2360,2021,4.5,9.96,0.4518072289156626
2360,2020,3.007,5.56,0.5408273381294965
2360,2019,4.178,,
2373,2022,6.0,5.82,1.0309278350515463
2373,2021,6.0,6.19,0.9693053311793214
2373,2020,6.0,6.4,0.9375
2373,2019,6.0,,
2390,2022,1.0,-4.11,-0.24330900243309
2404,2022,13.13,21.25,0.6178823529411765
2404,2021,17.0,14.53,1.169993117687543
2404,2020,13.0,21.16,0.6143667296786389
2404,2019,10.0,,
2423,2023,2.0,2.6999999999999997,0.7407407407407408
2423,2022,1.5,2.78,0.5395683453237411
2423,2021,1.2,2.0,0.6
2423,2020,1.5,1.37,1.094890510948905
2423,2019,1.8,,
2433,2022,3.5,3.88,0.9020618556701031
2433,2021,3.6,3.8,0.9473684210526316
2433,2020,3.8,3.93,0.9669211195928752
2433,2019,3.5,,
2459,2022,3.5,5.43,0.6445672191528545
2459,2021,3.3,5.01,0.6586826347305389
2459,2020,3.009,4.25,0.708
2459,2019,3.0,,
2461,2022,1.492,1.82,0.8197802197802198
2461,2021,1.5,2.42,0.6198347107438017
2461,2019,0.41,,
2464,2022,2.2,2.63,0.8365019011406846
2464,2021,2.0,2.7,0.7407407407407407
2464,2020,2.5,2.63,0.9505703422053232
2464,2019,3.3,,
2474,2022,10.21,15.14,0.6743725231175693
2474,2021,12.0,11.31,1.0610079575596816
2474,2020,10.0,27.65,0.3616636528028933
2474,2019,12.0,,
2477,2023,0.8,0.22,3.6363636363636367
2477,2022,1.5,0.5,3.0
2477,2021,1.45,8.27,0.17533252720677148
2477,2020,1.6,0.92,1.7391304347826086
2477,2019,0.86,,
2488,2022,1.2,3.86,0.31088082901554404
2488,2021,1.5,1.79,0.8379888268156425
2488,2020,2.3,2.27,1.0132158590308369
2488,2019,2.5,,
3030,2023,4.5,6.780000000000001,0.663716814159292
3030,2022,3.3,8.13,0.40590405904059035
3030,2021,3.3,5.02,0.6573705179282868
3030,2020,3.3,4.63,0.712742980561555
3030,2019,3.7,,
3305,2022,2.498,4.04,0.6183168316831683
3305,2021,1.365,4.92,0.2774390243902439
3305,2020,1.005,1.51,0.6655629139072847
3305,2019,1.027,,
3518,2022,1.0,0.31,3.2258064516129035
3617,2022,1.0,14.09,0.07097232079488999
3617,2021,5.4,-0.89,-6.067415730337079
3617,2020,5.35,5.72,0.9353146853146853
3617,2019,5.3,,
3665,2022,9.45,25.02,0.3776978417266187
3665,2021,8.025,15.22,0.5272667542706965
3665,2020,9.0,14.01,0.6423982869379015
3665,2019,7.5,,
5225,2023,3.045,7.1000000000000005,0.4288732394366197
5225,2022,0.6,6.03,0.09950248756218905
5225,2020,0.51,-11.09,-0.045987376014427414
5225,2019,1.3,,
6139,2022,1.5,4.43,0.33860045146726864
6139,2021,1.0,1.43,0.6993006993006994
6139,2020,1.5,1.52,0.9868421052631579
6139,2019,1.5,,
6192,2023,4.0,8.499999999999998,0.47058823529411775
6192,2022,4.0,8.68,0.4608294930875576
6192,2021,3.4,7.96,0.4271356783919598
6192,2020,3.3,6.96,0.47413793103448276
6192,2019,3.3,,
6196,2022,4.448,11.34,0.39223985890652563
6196,2021,3.497,8.24,0.4243932038834951
6196,2020,2.596,4.88,0.5319672131147541
6196,2019,2.997,,
6201,2022,3.0,3.72,0.8064516129032258
6201,2021,3.0,3.38,0.8875739644970414
6201,2020,2.5,3.35,0.7462686567164178
6201,2019,2.7,,
6215,2022,1.8,2.58,0.6976744186046512
6215,2021,0.5,3.2,0.15625
6215,2020,0.5,0.96,0.5208333333333334
6215,2019,0.5,,
6409,2022,23.55,50.9,0.462671905697446
6409,2021,23.5,27.13,0.8661997788426097
6409,2020,23.71,25.31,0.9367838798893718
6409,2019,21.5,,
6438,2023,6.0,9.84,0.6097560975609756
6438,2022,6.302,9.41,0.6697130712008501
6438,2021,4.145,10.15,0.40837438423645317
6438,2020,1.525,6.35,0.24015748031496062
6438,2019,2.8,,
6558,2021,0.3,0.04,7.5
6558,2020,1.0,0.72,1.3888888888888888
6558,2019,1.204,,
6691,2022,14.0,25.48,0.5494505494505494
6691,2020,10.0,11.37,0.8795074758135445
6691,2019,12.0,,
6698,2021,0.5,0.39,1.282051282051282
6698,2020,1.6,0.07,22.857142857142858
6698,2019,1.0,,
6743,2022,0.5,0.5,1.0
6743,2021,3.934,-0.33,-11.921212121212122
6743,2020,0.946,4.4,0.21499999999999997
8021,2022,2.3,2.34,0.9829059829059829
8021,2021,1.58,3.14,0.5031847133757962
8021,2020,1.2,1.98,0.6060606060606061
8021,2019,1.2,,
8499,2022,8.0,15.75,0.5079365079365079
8499,2021,7.998,14.14,0.5656294200848656
8499,2020,5.0,12.39,0.4035512510088781
8499,2019,5.0,,
1316,2019,1.885,,
1436,2022,4.154,6.54,0.6351681957186545
1436,2021,2.0,5.08,0.39370078740157477
1436,2020,2.5,1.88,1.3297872340425532
1436,2019,4.0,,
1442,2022,1.2,1.76,0.6818181818181818
1442,2021,0.5,1.41,0.3546099290780142
1442,2020,0.987,0.25,3.948
1442,2019,1.0,,
1456,2022,1.5,-0.81,-1.8518518518518516
1808,2022,3.5,0.35,10.0
1808,2021,0.8,4.26,0.18779342723004697
1808,2020,4.0,0.32,12.5
1808,2019,8.0,,
2501,2022,0.6,1.04,0.5769230769230769
2501,2021,1.0,0.73,1.36986301369863
2501,2020,1.0,1.28,0.78125
2501,2019,2.1,,
2504,2022,1.8,3.51,0.5128205128205129
2504,2021,1.5,2.42,0.6198347107438017
2504,2020,0.3,1.9,0.15789473684210525
2504,2019,0.25,,
2505,2021,1.5,2.58,0.5813953488372093
2505,2020,1.65,7.58,0.21767810026385223
2505,2019,0.5,,
2506,2022,0.2,1.59,0.12578616352201258
2506,2021,0.4,0.26,1.5384615384615385
2506,2019,0.16,,
2509,2021,1.5,0.2,7.5
2509,2020,1.2,1.03,1.1650485436893203
2509,2019,2.4,,
2511,2022,0.5,0.91,0.5494505494505494
2511,2021,0.4,0.95,0.4210526315789474
2511,2020,0.5,0.49,1.0204081632653061
2511,2019,0.65,,
2515,2022,0.534,0.54,0.9888888888888889
2515,2021,0.233,1.75,0.13314285714285715
2515,2020,0.201,0.4,0.5025
2515,2019,0.197,,
2520,2022,2.5,4.31,0.580046403712297
2520,2021,3.4,6.47,0.5255023183925811
2520,2020,1.5,6.8,0.22058823529411764
2520,2019,1.0,,
2527,2022,3.0,1.17,2.5641025641025643
2527,2021,1.4,6.19,0.22617124394184165
2527,2020,1.8,1.49,1.2080536912751678
2527,2019,1.2,,
2528,2023,0.5,1.17,0.4273504273504274
2528,2022,0.468,0.64,0.7312500000000001
2530,2023,0.411,0.51,0.8058823529411764
2530,2020,0.1,-0.32,-0.3125
2530,2019,0.3,,
2534,2022,1.2,4.15,0.2891566265060241
2534,2021,1.0,1.78,0.5617977528089888
2534,2020,0.5,1.12,0.4464285714285714
2535,2023,2.5,3.6100000000000008,0.6925207756232685
2535,2022,2.5,3.66,0.6830601092896175
2535,2021,2.508,3.78,0.6634920634920636
2535,2020,1.392,3.74,0.3721925133689839
2535,2019,1.621,,
2536,2021,1.2,-0.1,-11.999999999999998
2536,2020,1.2,1.84,0.6521739130434782
2536,2019,1.0,,
2537,2022,0.9,0.26,3.4615384615384617
2537,2021,0.4,1.38,0.2898550724637682
2538,2022,0.5,0.44,1.1363636363636365
2538,2021,0.5,-0.31,-1.6129032258064517
2538,2020,0.5,-0.32,-1.5625
2538,2019,0.6,,
2539,2022,1.59,2.05,0.7756097560975611
2539,2021,1.595,1.18,1.3516949152542372
2539,2020,2.87,1.48,1.9391891891891893
2539,2019,1.5,,
2540,2022,10.0,1.67,5.9880239520958085
2540,2021,2.0,7.02,0.2849002849002849
2542,2022,5.008,2.29,2.1868995633187773
2542,2021,2.005,6.45,0.31085271317829455
2542,2020,3.0,2.11,1.4218009478672986
2542,2019,4.5,,
2545,2022,6.3,5.78,1.0899653979238753
2545,2021,4.5,7.46,0.6032171581769437
2545,2020,1.2,5.33,0.225140712945591
2545,2019,1.8,,
2546,2022,3.6,8.98,0.40089086859688194
2546,2021,3.6,6.98,0.5157593123209169
2546,2020,3.0,5.91,0.5076142131979695
2546,2019,3.0,,
2547,2022,0.2,0.08,2.5
2547,2021,0.62,0.07,8.857142857142856
2547,2020,0.608,0.69,0.8811594202898552
2547,2019,1.0,,
2548,2023,7.5,12.489999999999998,0.600480384307446
2548,2022,7.5,10.69,0.7015902712815716
2548,2021,7.0,10.56,0.6628787878787878
2548,2020,7.5,10.05,0.7462686567164178
2548,2019,5.0,,
2597,2022,9.0,11.14,0.8078994614003591
2597,2021,10.2,9.96,1.0240963855421685
2597,2020,4.5,7.48,0.6016042780748663
2597,2019,4.8,,
2923,2022,1.2,0.34,3.529411764705882
2923,2021,1.2,0.67,1.7910447761194028
2923,2020,2.23,0.68,3.2794117647058822
2923,2019,0.72,,
3052,2022,0.252,1.05,0.24
3052,2021,0.8,0.52,1.5384615384615385
3052,2020,0.506,1.59,0.3182389937106918
3056,2022,1.5,9.81,0.1529051987767584
3056,2021,4.4,3.01,1.461794019933555
3056,2020,3.0,4.9,0.6122448979591836
3056,2019,1.5,,
3266,2020,0.5,0.4,1.25
3266,2019,0.5,,
3703,2022,1.68,3.51,0.47863247863247865
3703,2021,1.4,2.22,0.6306306306306305
3703,2020,0.5,1.87,0.267379679144385
3703,2019,0.9,,
5515,2022,1.022,0.72,1.4194444444444445
5515,2021,0.8,1.57,0.5095541401273885
5515,2020,0.519,1.43,0.36293706293706296
5515,2019,0.5,,
5519,2022,2.0,4.13,0.48426150121065376
5519,2021,1.8,2.73,0.6593406593406593
5519,2020,1.35,2.07,0.6521739130434784
5519,2019,0.951,,
5521,2021,1.13,0.07,16.14285714285714
5522,2023,3.0,6.569999999999999,0.4566210045662101
5522,2022,6.5,7.04,0.9232954545454546
5522,2021,4.5,7.78,0.5784061696658097
5522,2020,4.609999999999999,4.86,0.9485596707818928
5522,2019,3.0,,
5525,2022,0.3,2.39,0.12552301255230125
5525,2021,0.5,-0.2,-2.5
5525,2020,1.3,0.17,7.647058823529411
5525,2019,3.0,,
5533,2022,1.0,3.56,0.2808988764044944
5533,2021,0.6,3.72,0.16129032258064516
5533,2020,0.5,0.85,0.5882352941176471
5533,2019,0.7,,
5534,2022,4.41,9.82,0.44908350305498984
5534,2021,5.0,4.41,1.1337868480725624
5534,2020,6.3,9.02,0.6984478935698448
5534,2019,7.0,,
5546,2022,5.0,0.66,7.575757575757575
5546,2021,5.831,3.18,1.8336477987421385
5546,2020,4.0,10.05,0.3980099502487562
6177,2022,3.0,3.09,0.970873786407767
6177,2020,2.999,0.5,5.998
6177,2019,0.999,,
9906,2022,0.658,5.08,0.12952755905511812
9946,2022,0.68,0.43,1.5813953488372094
9946,2021,0.8,0.68,1.1764705882352942
9946,2020,1.654,0.57,2.9017543859649124
9946,2019,1.0,,
2603,2023,70.0,70.28999999999999,0.9958742353108552
2603,2022,18.0,87.07,0.20673021706672792
2603,2021,2.487,45.57,0.05457537853851218
2605,2022,1.0,0.34,2.941176470588235
2605,2021,0.5,1.2,0.4166666666666667
2605,2020,0.5,0.24,2.0833333333333335
2605,2019,0.5,,
2606,2022,3.0,5.21,0.5758157389635317
2606,2021,1.2,5.79,0.20725388601036268
2606,2020,1.9,1.04,1.8269230769230769
2606,2019,1.8,,
2607,2022,0.4,3.3,0.12121212121212123
2607,2021,0.3,1.0,0.3
2607,2020,0.3,0.64,0.46875
2607,2019,0.35,,
2608,2022,1.65,2.66,0.6203007518796991
2608,2021,1.68,2.99,0.5618729096989966
2608,2020,1.45,3.21,0.4517133956386293
2608,2019,1.56,,
2609,2022,20.0,51.71,0.38677238445175016
2610,2022,0.831,0.48,1.73125
2610,2019,0.21,,
2611,2022,2.0,-1.37,-1.4598540145985401
2611,2019,0.415,,
2612,2022,2.68,3.88,0.6907216494845362
2612,2021,1.6,5.27,0.30360531309297917
2612,2020,0.8,1.67,0.4790419161676647
2612,2019,1.6,,
2613,2023,1.05,0.6100000000000001,1.7213114754098358
2613,2022,1.65,1.05,1.5714285714285712
2613,2021,0.2,1.63,0.1226993865030675
2613,2020,0.17,0.23,0.7391304347826088
2613,2019,0.283,,
2615,2022,12.0,33.17,0.3617726861621947
2615,2021,2.0,42.35,0.047225501770956316
2615,2020,0.8,5.1,0.15686274509803924
2615,2019,0.606,,
2617,2022,2.0,4.83,0.41407867494824013
2617,2021,0.9,3.16,0.2848101265822785
2617,2020,0.8,1.24,0.6451612903225807
2617,2019,1.3,,
2618,2022,0.592,1.34,0.44179104477611936
2618,2020,0.25,-0.69,-0.3623188405797102
2618,2019,0.796,,
2630,2023,0.36,0.19,1.894736842105263
2630,2022,0.999,0.08,12.487499999999999
2630,2021,0.535,0.53,1.009433962264151
2630,2020,1.0,0.32,3.125
2630,2019,1.0,,
2633,2022,0.758,0.67,1.1313432835820896
2633,2021,1.05,0.64,1.640625
2633,2020,1.21,1.04,1.1634615384615383
2633,2019,1.12,,
2634,2022,0.35,1.73,0.20231213872832368
2634,2021,0.2,0.59,0.33898305084745767
2634,2020,1.19,0.42,2.8333333333333335
2634,2019,1.34,,
2636,2023,10.178,13.39,0.7601194921583272
2636,2022,13.0,18.03,0.7210205213533
2636,2021,3.016,30.03,0.10043290043290043
2636,2020,1.318,4.72,0.27923728813559323
2636,2019,2.2,,
2637,2023,6.5,10.39,0.6256015399422521
2637,2022,5.5,14.16,0.3884180790960452
2637,2021,1.5,11.05,0.13574660633484162
2637,2020,1.654,0.15,11.026666666666667
2637,2019,1.487,,
2642,2023,1.5,1.4900000000000002,1.006711409395973
2642,2022,2.1,1.85,1.135135135135135
2642,2021,1.8,2.52,0.7142857142857143
2642,2020,1.2,2.19,0.547945205479452
2642,2019,0.6,,
5607,2022,1.6,4.27,0.3747072599531617
5607,2021,1.2,2.48,0.48387096774193544
5607,2020,1.0,2.01,0.49751243781094534
5607,2019,0.4,,
5608,2022,2.0,6.08,0.32894736842105265
8367,2022,2.8,2.98,0.9395973154362416
8367,2021,1.5,7.1,0.21126760563380284
8367,2020,1.1,2.73,0.40293040293040294
8367,2019,1.0,,
2701,2022,0.165,0.47,0.3510638297872341
2701,2021,0.25,0.19,1.3157894736842106
2701,2020,0.4,0.39,1.0256410256410258
2701,2019,0.4,,
2702,2022,4.5,2.7,1.6666666666666665
2702,2019,1.0,,
2704,2019,0.4,,
2706,2022,0.14,0.6,0.23333333333333336
2706,2021,0.15,0.16,0.9375
2706,2020,0.45,0.32,1.40625
2706,2019,0.45,,
2707,2022,12.39,7.09,1.7475317348377999
2707,2021,4.389,17.09,0.25681685196021065
2707,2020,3.921,5.18,0.756949806949807
2707,2019,17.145,,
2712,2021,0.7,-0.2,-3.4999999999999996
2722,2022,0.2,1.38,0.1449275362318841
2722,2021,0.5,0.18,2.7777777777777777
2722,2020,0.2,0.79,0.25316455696202533
2722,2019,0.2,,
2723,2022,5.0,2.68,1.8656716417910446
2723,2021,4.0,6.07,0.6589785831960461
2723,2020,3.0,5.64,0.5319148936170213
2723,2019,5.0,,
2727,2021,4.365,-1.4,-3.1178571428571433
2727,2020,4.444,4.61,0.963991323210412
2727,2019,4.393,,
2731,2020,2.0,-5.9,-0.3389830508474576
2731,2019,3.8,,
2739,2020,1.0,-3.15,-0.31746031746031744
2739,2019,1.0,,
2748,2022,0.5,2.2,0.22727272727272727
2748,2021,1.0,-0.38,-2.6315789473684212
2748,2020,2.5,1.44,1.7361111111111112
2748,2019,2.75,,
2753,2022,6.716,10.0,0.6716
2753,2021,8.773,8.74,1.0037757437070938
5706,2022,2.0,-0.43,-4.651162790697675
5706,2021,0.3,1.17,0.25641025641025644
5706,2020,1.263,0.15,8.42
5706,2019,2.11,,
8462,2022,1.291,0.95,1.3589473684210527
8462,2021,5.366,-1.91,-2.8094240837696334
8462,2020,5.883,5.67,1.0375661375661376
8462,2019,6.277,,
9943,2022,0.5,3.42,0.14619883040935672
9943,2021,4.0,0.43,9.30232558139535
