代碼,股利發放年度,股利合計,盈4,盈配率
2838,2020,0.8,0.96,0.8333333333333334
2845,2022,0.588,1.0,0.588
2845,2021,0.517,0.84,0.6154761904761905
2845,2020,0.743,0.73,1.0178082191780822
2845,2019,0.715,,
2849,2022,0.73,0.54,1.3518518518518516
2849,2021,0.73,1.19,0.6134453781512605
2849,2020,0.73,1.11,0.6576576576576576
2849,2019,1.0,,
2850,2023,2.54,5.97,0.4254606365159129
2850,2022,3.2,6.34,0.5047318611987383
2850,2021,1.95,7.13,0.27349228611500703
2850,2020,1.8,5.16,0.3488372093023256
2850,2019,2.65,,
2851,2022,1.8,0.41,4.390243902439025
2851,2021,1.3,3.5,0.37142857142857144
2851,2020,0.9,2.57,0.3501945525291829
2851,2019,0.9,,
2852,2022,1.21,1.86,0.6505376344086021
2852,2021,0.35,1.84,0.1902173913043478
2852,2020,0.96,0.51,1.8823529411764706
2852,2019,0.49,,
2855,2022,1.89,0.5,3.78
2855,2021,1.9,2.75,0.6909090909090909
2855,2020,1.2,2.58,0.46511627906976744
2855,2019,0.699,,
2880,2022,1.12,1.27,0.8818897637795277
2880,2021,0.529,1.3,0.40692307692307694
2880,2020,1.121,0.67,1.6731343283582087
2880,2019,1.09,,
2881,2022,4.0,3.54,1.1299435028248588
2881,2021,4.0,12.49,0.32025620496397117
2881,2020,2.0,8.54,0.234192037470726
2881,2019,2.0,,
2882,2022,3.5,2.58,1.3565891472868217
2882,2021,2.5,10.34,0.24177949709864605
2882,2020,2.0,5.41,0.36968576709796674
2882,2019,1.5,,
2883,2022,1.0,0.98,1.0204081632653061
2883,2021,0.55,2.34,0.23504273504273507
2883,2020,0.6,0.87,0.689655172413793
2883,2019,0.3,,
2884,2022,1.344,1.1,1.2218181818181817
2884,2021,1.221,1.54,0.7928571428571429
2884,2020,1.588,1.43,1.1104895104895105
2884,2019,1.421,,
2885,2022,1.8,1.72,1.0465116279069768
2885,2021,1.2,2.87,0.41811846689895465
2885,2020,1.05,1.99,0.5276381909547739
2885,2019,0.9,,
2886,2022,1.65,1.32,1.2499999999999998
2886,2021,1.58,1.89,0.835978835978836
2886,2020,1.7,1.84,0.9239130434782608
2886,2019,1.7,,
2887,2022,1.1,1.09,1.0091743119266054
2887,2021,1.009,1.63,0.6190184049079754
2887,2020,0.797,1.17,0.6811965811965812
2887,2019,0.716,,
2888,2022,0.4,0.1,4.0
2888,2021,0.4,1.67,0.23952095808383236
2888,2020,0.388,1.12,0.3464285714285714
2888,2019,0.2,,
2889,2022,1.15,0.41,2.8048780487804876
2889,2021,1.0,1.3,0.7692307692307692
2889,2020,0.823,1.12,0.7348214285714285
2889,2019,0.55,,
2890,2022,0.9,1.4,0.6428571428571429
2890,2021,0.7,1.44,0.4861111111111111
2890,2020,0.7,1.09,0.6422018348623852
2890,2019,0.636,,
2891,2022,1.25,1.55,0.8064516129032258
2891,2021,1.05,2.73,0.38461538461538464
2891,2020,1.0,2.15,0.46511627906976744
2891,2019,1.0,,
2892,2022,1.2,1.56,0.7692307692307692
2892,2021,1.0,1.52,0.6578947368421053
2892,2020,1.35,1.31,1.0305343511450382
2892,2019,1.1,,
2897,2022,0.3,1.8,0.16666666666666666
2897,2021,0.2,0.63,0.3174603174603175
2897,2020,0.401,0.41,0.978048780487805
5876,2022,1.8,3.33,0.5405405405405406
5876,2021,1.7,3.19,0.5329153605015674
5876,2020,2.05,3.01,0.6810631229235881
5876,2019,2.0,,
5880,2022,1.3,1.45,0.896551724137931
5880,2021,1.05,1.51,0.695364238410596
5880,2020,1.15,1.24,0.9274193548387096
5880,2019,1.05,,
6005,2022,1.65,0.39,4.230769230769231
6005,2021,1.1,2.42,0.4545454545454546
6005,2020,0.8,1.64,0.48780487804878053
6005,2019,0.4,,
6024,2022,1.6,3.72,0.43010752688172044
6024,2021,2.87,2.33,1.2317596566523605
6024,2020,1.9,3.07,0.6188925081433225
6024,2019,3.4,,
1432,2020,4.0,0.0,inf
2601,2020,1.3,-0.21,-6.190476190476191
2601,2019,0.1,,
2901,2022,0.065,0.23,0.2826086956521739
2901,2021,0.175,0.07,2.4999999999999996
2901,2020,0.404,0.19,2.126315789473684
2901,2019,0.387,,
2903,2022,0.9,1.37,0.656934306569343
2903,2021,1.1,0.86,1.2790697674418605
2903,2020,0.8,1.38,0.5797101449275364
2903,2019,0.85,,
2905,2022,1.1,-5.82,-0.18900343642611683
2905,2021,1.0,2.19,0.4566210045662101
2905,2020,2.0,1.63,1.2269938650306749
2905,2019,0.5,,
2906,2022,0.4,0.62,0.6451612903225807
2906,2021,0.3,0.43,0.6976744186046512
2906,2020,0.3,0.15,2.0
2906,2019,0.4,,
2908,2023,1.28,0.6599999999999999,1.9393939393939397
2908,2022,1.28,0.86,1.4883720930232558
2908,2021,1.07,1.58,0.6772151898734178
2908,2020,0.71,1.6,0.44375
2908,2019,1.304,,
2910,2022,0.5,0.55,0.9090909090909091
2910,2021,0.5,0.8,0.625
2910,2020,0.7,0.65,1.0769230769230769
2912,2022,9.0,8.93,1.007838745800672
2912,2021,9.0,8.52,1.0563380281690142
2912,2020,9.0,9.85,0.9137055837563453
2912,2019,8.8,,
2913,2019,0.3,,
2915,2022,5.0,15.55,0.3215434083601286
2915,2021,5.0,25.05,0.1996007984031936
2915,2020,5.0,14.85,0.3367003367003367
2915,2019,5.5,,
2929,2020,1.71,-20.44,-0.08365949119373776
2929,2019,4.618,,
2939,2021,2.0,-1.06,-1.8867924528301885
2939,2020,4.5,0.2,22.5
2939,2019,9.0,,
2945,2022,2.593,0.82,3.16219512195122
2945,2021,2.729,3.21,0.8501557632398754
2945,2020,0.635,3.04,0.20888157894736842
2945,2019,3.967,,
4807,2022,1.66,0.85,1.9529411764705882
4807,2021,0.5,3.32,0.15060240963855423
4807,2019,4.003,,
5906,2022,1.7,3.01,0.5647840531561462
5906,2021,1.0,3.23,0.30959752321981426
5907,2021,1.0,-1.19,-0.8403361344537815
5907,2020,2.2,-0.52,-4.230769230769231
5907,2019,1.694,,
8429,2020,0.02,-2.7,-0.007407407407407407
8429,2019,0.3,,
8443,2021,0.15,-3.9,-0.038461538461538464
8443,2020,0.15,-2.81,-0.05338078291814946
8443,2019,0.43,,
8454,2023,16.0,15.259999999999998,1.0484927916120579
8454,2022,15.0,15.72,0.9541984732824427
8454,2021,13.0,18.02,0.7214206437291898
8454,2020,8.5,13.87,0.6128334534967557
8454,2019,9.0,,
2616,2022,2.5,2.13,1.1737089201877935
2616,2021,2.2,3.06,0.7189542483660131
2616,2020,1.8,2.73,0.6593406593406593
2616,2019,1.6,,
6505,2023,1.1,0.55,2.0
6505,2022,3.8,1.51,2.5165562913907285
6505,2021,0.59,5.19,0.11368015414258187
6505,2020,2.9,0.78,3.7179487179487176
6505,2019,4.8,,
8926,2022,1.75,1.54,1.1363636363636362
8926,2021,1.9,1.52,1.25
8926,2020,1.7,1.81,0.9392265193370165
8926,2019,1.5,,
9908,2022,1.1,1.55,0.7096774193548387
9908,2021,1.1,1.75,0.6285714285714287
9908,2020,1.1,1.64,0.6707317073170732
9908,2019,1.1,,
9918,2022,1.7,0.81,2.0987654320987654
9918,2021,1.6,1.92,0.8333333333333334
9918,2020,1.35,1.84,0.7336956521739131
9918,2019,1.15,,
9926,2022,2.0,2.52,0.7936507936507936
9926,2021,1.8,2.5,0.72
9926,2020,1.7,2.34,0.7264957264957265
9926,2019,1.5,,
9931,2022,1.4,1.57,0.8917197452229298
9931,2021,1.3,2.15,0.6046511627906977
9931,2020,1.3,1.73,0.7514450867052024
9931,2019,1.3,,
9937,2022,2.1,2.35,0.8936170212765957
9937,2021,2.3,2.62,0.8778625954198472
9937,2020,2.0,2.57,0.7782101167315175
9937,2019,2.0,,
1342,2023,5.369,7.3100000000000005,0.7344733242134062
1342,2022,3.0,7.34,0.4087193460490463
1342,2021,2.5,3.92,0.6377551020408163
1342,2020,2.5,3.15,0.7936507936507937
1416,2022,0.5,0.51,0.9803921568627451
1416,2021,0.5,0.44,1.1363636363636365
1416,2019,1.2,,
1437,2023,0.8,2.21,0.3619909502262444
1437,2022,0.9,2.0,0.45
1437,2021,0.7,2.25,0.3111111111111111
1437,2020,1.1,1.76,0.625
1437,2019,0.5,,
1516,2022,1.552,1.36,1.1411764705882352
1516,2021,0.75,1.72,0.436046511627907
1516,2020,0.391,0.83,0.47108433734939764
2062,2022,0.5,3.68,0.1358695652173913
2062,2021,0.082,2.48,0.03306451612903226
2062,2020,0.1,-0.48,-0.20833333333333334
2062,2019,0.3,,
2348,2022,8.0,7.88,1.015228426395939
2348,2021,8.0,15.58,0.5134788189987163
2348,2020,4.33,15.1,0.28675496688741725
2348,2019,3.8,,
2358,2022,0.274,0.01,27.400000000000002
2358,2021,0.074,1.29,0.05736434108527131
2358,2020,0.204,0.11,1.8545454545454545
2496,2023,3.3,4.28,0.7710280373831775
2496,2022,3.0,4.16,0.7211538461538461
2496,2021,4.52,3.02,1.4966887417218542
2496,2020,2.526,3.3,0.7654545454545454
2496,2019,4.0,,
2514,2019,0.25,,
2614,2022,1.0,-3.29,-0.303951367781155
2614,2021,0.8,1.37,0.583941605839416
2614,2020,1.0,0.94,1.0638297872340425
2614,2019,1.0,,
2904,2022,0.8,1.5,0.5333333333333333
2904,2021,2.0,1.03,1.941747572815534
2904,2020,1.65,2.31,0.7142857142857142
2904,2019,1.514,,
3040,2022,2.0,1.6,1.25
3040,2021,5.7,1.97,2.8934010152284264
3040,2020,1.5,6.34,0.23659305993690852
3040,2019,2.0,,
3557,2023,5.0,6.010000000000002,0.8319467554076537
3557,2022,6.0,7.03,0.8534850640113798
3557,2021,6.65,7.74,0.8591731266149871
3557,2020,2.35,10.01,0.23476523476523478
4536,2022,6.0,24.89,0.24106066693451184
4536,2021,5.0,9.16,0.5458515283842794
4536,2020,6.0,7.48,0.8021390374331551
4536,2019,5.5,,
5284,2022,2.3,5.45,0.4220183486238532
5284,2021,2.1,3.0,0.7000000000000001
5284,2020,1.9,2.65,0.7169811320754716
5284,2019,2.6,,
5306,2023,2.25,13.239999999999998,0.16993957703927495
5306,2022,9.0,15.26,0.5897771952817824
5306,2021,11.7,15.94,0.7340025094102886
5306,2020,4.5,12.02,0.37437603993344426
5306,2019,4.5,,
5871,2022,6.5,17.17,0.378567268491555
5871,2021,5.5,14.8,0.3716216216216216
5871,2020,5.0,12.2,0.4098360655737705
5871,2019,4.5,,
6184,2022,3.0,3.48,0.8620689655172414
6184,2021,3.0,3.51,0.8547008547008548
6184,2020,3.0,3.38,0.8875739644970414
6184,2019,2.5,,
6464,2022,4.6,6.66,0.6906906906906907
6464,2021,3.1,8.27,0.37484885126964934
6464,2020,4.215,8.54,0.4935597189695551
6464,2019,5.607,,
6504,2022,1.2,0.8,1.4999999999999998
6504,2021,12.0,1.62,7.4074074074074066
6504,2020,4.5,20.02,0.22477522477522477
6504,2019,5.0,,
6581,2023,6.5,8.209999999999999,0.7917174177831913
6581,2022,4.0,8.84,0.45248868778280543
6581,2021,3.0,5.08,0.5905511811023622
6581,2020,2.6,3.66,0.7103825136612022
6581,2019,4.98,,
6585,2023,3.0,3.87,0.7751937984496123
6585,2022,3.0,4.0,0.75
6585,2021,1.5,4.55,0.32967032967032966
6585,2020,1.5,1.02,1.4705882352941175
6585,2019,1.5,,
6592,2022,4.2,7.04,0.5965909090909091
6592,2021,3.5,6.1,0.5737704918032788
6592,2020,3.1,5.01,0.6187624750499002
6592,2019,3.3,,
6625,2020,0.598,-3.3,-0.1812121212121212
6625,2019,2.0,,
6641,2022,4.5,5.0,0.9
6641,2021,4.5,6.3,0.7142857142857143
6641,2020,4.567,6.52,0.7004601226993866
6641,2019,3.8,,
6655,2022,4.0,5.56,0.7194244604316548
6655,2021,16.0,7.68,2.0833333333333335
6655,2020,2.0,4.09,0.48899755501222497
6655,2019,2.0,,
6670,2022,12.0,36.64,0.32751091703056767
6670,2021,6.6,18.03,0.3660565723793677
6670,2020,8.0,8.62,0.9280742459396752
6670,2019,11.0,,
6671,2022,3.0,2.43,1.2345679012345678
6671,2021,3.0,3.5,0.8571428571428571
6671,2020,3.0,3.66,0.819672131147541
6671,2019,3.0,,
6754,2023,3.7,4.910000000000001,0.7535641547861506
6754,2022,3.5,5.23,0.6692160611854684
6754,2021,2.8,3.52,0.7954545454545454
6754,2020,2.8,3.43,0.8163265306122448
6768,2022,3.5,9.22,0.3796095444685466
6768,2021,3.0,3.42,0.8771929824561404
6806,2022,2.0,1.14,1.7543859649122808
6806,2021,1.0,3.78,0.2645502645502646
6807,2022,2.37,3.28,0.7225609756097562
8341,2023,7.5,6.21,1.2077294685990339
8341,2022,8.0,7.72,1.0362694300518136
8341,2021,8.2,8.47,0.9681227863046044
8341,2020,8.0,8.91,0.8978675645342312
8341,2019,6.5,,
8404,2022,2.5,1.76,1.4204545454545454
8404,2021,1.0,3.96,0.25252525252525254
8404,2020,0.6,1.63,0.36809815950920244
8404,2019,1.0,,
8411,2022,0.4,-1.69,-0.2366863905325444
8411,2020,0.29000000000000004,0.38,0.7631578947368421
8422,2022,10.0,12.33,0.8110300081103001
8422,2021,10.0,10.59,0.9442870632672332
8422,2020,10.0,10.81,0.9250693802035153
8422,2019,10.0,,
8438,2022,2.0,1.46,1.36986301369863
8438,2021,0.9,3.56,0.25280898876404495
8438,2020,0.202,1.12,0.18035714285714285
8438,2019,0.582,,
8442,2022,1.0,10.61,0.09425070688030161
8442,2020,0.3,-2.56,-0.1171875
8442,2019,1.5,,
8463,2021,0.77,-0.69,-1.1159420289855073
8463,2020,0.49,0.87,0.5632183908045977
8463,2019,0.7,,
8464,2022,11.0,21.07,0.5220692928334124
8464,2021,10.0,18.15,0.5509641873278237
8464,2020,10.0,16.36,0.6112469437652812
8464,2019,10.0,,
8466,2022,0.7,2.18,0.3211009174311926
8466,2021,3.0,1.04,2.8846153846153846
8466,2020,4.1,4.22,0.971563981042654
8466,2019,3.0,,
8467,2022,5.0,8.21,0.6090133982947624
8467,2021,0.5,1.98,0.25252525252525254
8467,2020,2.0,0.48,4.166666666666667
8467,2019,2.5,,
8473,2022,0.85,-1.89,-0.44973544973544977
8473,2021,1.7,1.36,1.2499999999999998
8473,2020,2.0,1.15,1.7391304347826089
8473,2019,2.556,,
8478,2022,5.0,19.93,0.2508780732563974
8478,2021,1.023,9.55,0.10712041884816752
8478,2020,0.506,1.04,0.48653846153846153
8478,2019,2.001,,
8481,2022,6.5,4.43,1.4672686230248309
8481,2021,7.0,6.1,1.1475409836065575
8481,2020,3.0,12.51,0.23980815347721823
8481,2019,3.0,,
8482,2022,5.87,7.77,0.7554697554697555
8482,2021,4.8,7.97,0.6022584692597239
8482,2020,6.037,6.05,0.9978512396694215
8482,2019,8.0,,
8488,2022,0.3,-1.01,-0.297029702970297
8488,2021,0.3,0.75,0.39999999999999997
8488,2020,0.5,0.75,0.6666666666666666
8488,2019,0.5,,
9802,2023,1.198,17.67,0.0677985285795133
9802,2022,4.170999999999999,18.1,0.23044198895027618
9802,2021,3.8,6.39,0.594679186228482
9802,2020,5.519,5.06,1.090711462450593
9802,2019,3.626,,
9902,2022,0.5,-0.5,-1.0
9902,2021,0.3,1.15,0.2608695652173913
9902,2020,0.4,0.33,1.2121212121212122
9902,2019,0.3,,
9904,2022,1.5,4.29,0.34965034965034963
9904,2021,0.5,4.9,0.1020408163265306
9904,2020,1.25,1.64,0.7621951219512195
9904,2019,1.5,,
9905,2022,1.5,1.55,0.9677419354838709
9905,2021,1.5,1.97,0.7614213197969544
9905,2020,1.0,1.83,0.5464480874316939
9905,2019,1.0,,
9907,2022,1.0,1.42,0.7042253521126761
9907,2021,0.53,1.17,0.45299145299145305
9907,2019,0.47,,
9910,2022,4.1,10.3,0.3980582524271844
9910,2021,3.7,5.15,0.7184466019417476
9910,2020,6.0,5.53,1.0849909584086799
9910,2019,7.7,,
9911,2023,3.7,4.2700000000000005,0.8665105386416861
9911,2022,3.6,4.66,0.7725321888412017
9911,2021,3.2,4.62,0.6926406926406926
9911,2020,2.65,4.08,0.6495098039215685
9911,2019,2.65,,
9914,2022,8.0,11.34,0.7054673721340388
9914,2021,7.0,15.55,0.45016077170418006
9914,2020,4.2,13.36,0.31437125748503
9914,2019,3.5,,
9917,2022,5.0,5.85,0.8547008547008548
9917,2021,5.0,5.73,0.8726003490401395
9917,2020,4.0,5.42,0.7380073800738007
9917,2019,4.0,,
9919,2022,0.3,-1.34,-0.22388059701492535
9919,2021,3.0,0.5,6.0
9919,2020,0.2,4.5,0.044444444444444446
9919,2019,0.2,,
9921,2022,10.0,15.51,0.6447453255963894
9921,2021,8.0,15.81,0.5060088551549652
9921,2020,4.6,13.19,0.3487490523123578
9921,2019,4.6,,
9924,2023,2.9,4.71,0.6157112526539278
9924,2022,2.4,4.83,0.4968944099378882
9924,2021,2.6,3.54,0.7344632768361582
9924,2020,2.6,4.37,0.5949656750572082
9924,2019,2.4,,
9925,2022,2.0,2.51,0.7968127490039841
9925,2021,2.0,2.5,0.8
9925,2020,2.0,2.31,0.8658008658008658
9925,2019,2.0,,
9927,2022,4.5,4.07,1.1056511056511056
9927,2021,1.0,4.0,0.25
9927,2020,2.0,1.68,1.1904761904761905
9927,2019,1.38,,
9929,2021,0.4,0.05,8.0
9930,2022,2.5,3.04,0.8223684210526315
9930,2021,2.0,2.86,0.6993006993006994
9930,2020,2.0,3.07,0.6514657980456027
9930,2019,2.0,,
9933,2022,2.26,3.07,0.7361563517915309
9933,2021,1.999,2.15,0.9297674418604652
9933,2020,2.0,1.01,1.9801980198019802
9933,2019,2.255,,
9934,2021,0.5,0.04,12.5
9934,2020,0.6,0.81,0.7407407407407407
9934,2019,1.298,,
9935,2022,0.51,1.31,0.3893129770992366
9935,2021,0.88,0.46,1.9130434782608694
9935,2020,0.6,2.15,0.27906976744186046
9935,2019,0.33,,
9938,2022,3.5,5.1,0.6862745098039216
9938,2021,3.0,6.91,0.4341534008683068
9938,2020,3.0,5.21,0.5758157389635317
9938,2019,2.6,,
9939,2022,4.3,7.7,0.5584415584415584
9939,2021,3.6,6.83,0.527086383601757
9939,2020,3.053,5.72,0.5337412587412588
9939,2019,2.3,,
9940,2023,1.2,1.69,0.7100591715976331
9940,2022,2.8,1.66,1.686746987951807
9940,2021,1.7,3.19,0.5329153605015674
9940,2020,1.2,2.11,0.5687203791469194
9940,2019,1.3,,
9941,2022,7.2,12.06,0.5970149253731343
9941,2021,6.2,12.96,0.478395061728395
9941,2020,5.5,8.85,0.6214689265536724
9941,2019,6.5,,
9942,2022,5.0,7.82,0.639386189258312
9942,2021,4.2,6.49,0.6471494607087828
9942,2020,4.2,4.64,0.9051724137931035
9942,2019,4.2,,
9944,2022,1.0,2.12,0.4716981132075471
9944,2021,0.4,4.71,0.08492569002123143
9945,2022,7.0,3.0,2.3333333333333335
9945,2021,5.0,8.43,0.5931198102016607
9945,2020,6.0,5.88,1.0204081632653061
9945,2019,2.0,,
1264,2022,12.0,17.09,0.7021650087770626
1264,2021,13.0,16.19,0.8029647930821494
1264,2020,11.0,16.0,0.6875
1264,2019,11.0,,
1796,2022,1.0,2.26,0.4424778761061947
1796,2021,0.083,1.45,0.057241379310344835
1796,2019,0.499,,
4205,2022,3.0,3.97,0.7556675062972292
4205,2021,3.0,3.76,0.797872340425532
4205,2020,3.0,4.21,0.7125890736342043
4205,2019,2.8,,
4207,2023,1.0,0.7499999999999999,1.3333333333333335
4207,2022,1.25,0.79,1.5822784810126582
4207,2021,0.65,2.25,0.2888888888888889
4207,2020,0.373,0.92,0.40543478260869564
4207,2019,0.7,,
4303,2022,1.1,-0.61,-1.8032786885245904
4303,2021,0.3,1.96,0.15306122448979592
4303,2020,1.2,-0.41,-2.926829268292683
4303,2019,1.2,,
4305,2022,1.8,2.67,0.6741573033707865
4305,2021,1.8,2.03,0.8866995073891627
4305,2020,2.1,2.08,1.0096153846153846
4305,2019,2.6,,
4401,2022,1.5,1.37,1.094890510948905
4401,2021,1.0,2.64,0.3787878787878788
4401,2020,1.2,0.7,1.7142857142857144
4401,2019,2.0,,
4417,2022,2.1,4.8,0.43750000000000006
4417,2021,2.5,3.12,0.8012820512820512
4417,2020,2.0,3.76,0.5319148936170213
4417,2019,2.5,,
4420,2023,2.0,-0.82,-2.4390243902439024
4420,2022,2.0,-0.11,-18.181818181818183
4420,2021,2.0,2.04,0.9803921568627451
4420,2020,2.0,-0.46,-4.3478260869565215
4420,2019,2.6,,
4432,2019,1.16,,
4433,2022,0.765,2.51,0.3047808764940239
4433,2021,2.0,1.21,1.6528925619834711
4433,2020,0.992,7.82,0.1268542199488491
4433,2019,2.643,,
6506,2022,2.0,3.2,0.625
6506,2021,0.8,0.83,0.9638554216867471
6506,2020,1.1,0.71,1.5492957746478875
6506,2019,1.2,,
1570,2022,1.0,2.1,0.47619047619047616
1570,2021,0.8,2.61,0.30651340996168586
1570,2020,0.8,0.93,0.8602150537634409
1570,2019,0.8,,
1580,2022,7.0,6.7,1.044776119402985
1580,2021,6.79,10.16,0.6683070866141733
1580,2020,5.0,6.79,0.7363770250368189
1580,2019,6.5,,
1586,2022,0.659,0.53,1.2433962264150944
1586,2021,1.001,1.29,0.7759689922480619
1586,2020,0.551,1.69,0.3260355029585799
1586,2019,1.0,,
1591,2023,0.5,1.2599999999999996,0.39682539682539697
1591,2022,1.0,2.51,0.39840637450199207
1591,2021,0.5,1.52,0.32894736842105265
1591,2020,0.5,1.59,0.31446540880503143
1591,2019,1.0,,
1599,2022,3.0,3.76,0.797872340425532
1599,2021,2.041,4.72,0.43241525423728816
1599,2020,1.037,3.19,0.32507836990595607
1599,2019,3.0,,
2066,2022,2.0,8.05,0.24844720496894407
2066,2021,1.7,4.0,0.425
2066,2020,2.322,2.53,0.9177865612648223
2066,2019,3.0,,
2067,2019,0.4,,
2070,2023,1.5,1.58,0.9493670886075949
2070,2022,1.5,2.32,0.646551724137931
2070,2021,1.0,2.66,0.37593984962406013
2070,2020,1.0,-1.45,-0.6896551724137931
2070,2019,2.0,,
2230,2021,0.2,-0.08,-2.5
2230,2019,0.15,,
2235,2022,1.5,4.59,0.32679738562091504
2235,2021,2.0,1.42,1.4084507042253522
2235,2020,3.0,2.01,1.492537313432836
2235,2019,3.0,,
3178,2022,1.0,5.01,0.1996007984031936
3178,2021,1.2,2.0,0.6
3178,2020,0.7,2.34,0.29914529914529914
3178,2019,1.0,,
3226,2022,2.5,4.95,0.5050505050505051
3226,2021,3.5,3.58,0.9776536312849162
3226,2020,3.0,5.02,0.5976095617529881
3226,2019,3.0,,
3379,2022,0.25,-0.55,-0.45454545454545453
3379,2021,0.3,0.27,1.111111111111111
3426,2022,2.0,2.83,0.7067137809187279
3426,2021,2.0,2.48,0.8064516129032259
3426,2020,2.0,2.16,0.9259259259259258
3426,2019,2.5,,
3685,2021,0.2,0.05,4.0
3685,2020,0.2,0.1,2.0
3685,2019,0.603,,
4502,2020,0.4,-2.4,-0.16666666666666669
4502,2019,1.002,,
4503,2019,0.5,,
4506,2022,3.2,4.79,0.6680584551148225
4506,2021,3.0,4.39,0.6833712984054671
4506,2020,2.7,4.1,0.6585365853658538
4506,2019,2.6,,
4510,2019,0.65,,
4513,2019,0.8,,
4527,2023,2.0,2.8600000000000003,0.6993006993006993
4527,2022,1.8,2.68,0.6716417910447761
4527,2021,2.0,1.98,1.0101010101010102
4527,2020,1.6,2.72,0.5882352941176471
4527,2019,2.0,,
4528,2023,1.3,2.0300000000000002,0.6403940886699507
4528,2022,1.5,2.14,0.7009345794392523
4528,2021,1.8,2.37,0.7594936708860759
4528,2020,1.8,3.05,0.5901639344262296
4528,2019,2.1,,
4533,2022,0.35,0.18,1.9444444444444444
4533,2021,0.2,0.36,0.5555555555555556
4533,2020,0.25,0.1,2.5
4533,2019,0.45,,
4535,2022,1.6,2.82,0.5673758865248227
4535,2021,0.7,2.4,0.2916666666666667
4535,2020,1.0,1.36,0.7352941176470588
4535,2019,1.15,,
4538,2022,0.5,1.59,0.31446540880503143
4538,2021,0.8,0.76,1.0526315789473684
4538,2020,0.8,0.49,1.6326530612244898
4538,2019,1.2,,
4543,2020,0.712,0.19,3.7473684210526312
4543,2019,0.999,,
4549,2022,5.2,6.59,0.7890743550834598
4549,2021,4.486,6.27,0.7154704944178628
4549,2020,4.0,5.49,0.7285974499089253
4549,2019,4.5,,
4550,2022,1.15,2.83,0.4063604240282685
4550,2021,1.68,1.41,1.1914893617021276
4550,2020,1.7,2.27,0.7488986784140969
4550,2019,1.25,,
4558,2022,3.0,1.25,2.4
4558,2021,1.0,4.55,0.21978021978021978
4558,2020,0.5,2.03,0.24630541871921185
4558,2019,1.0,,
4561,2022,0.9,1.93,0.4663212435233161
4561,2021,0.9,2.49,0.3614457831325301
4561,2020,0.25,1.46,0.17123287671232876
4561,2019,1.0,,
4563,2019,3.0,,
4568,2023,3.8,3.14,1.2101910828025477
4568,2022,4.503,4.76,0.9460084033613446
4568,2021,4.001,5.03,0.795427435387674
4568,2020,3.228,4.93,0.6547667342799189
4568,2019,4.477,,
4580,2022,5.217,7.91,0.6595448798988621
4580,2021,5.11,8.04,0.6355721393034827
4580,2020,5.0,7.55,0.6622516556291391
4580,2019,3.2,,
6122,2022,0.6,1.79,0.33519553072625696
6122,2021,0.3,0.79,0.37974683544303794
6122,2020,0.8,0.23,3.4782608695652173
6425,2022,0.5,1.12,0.4464285714285714
6425,2021,0.5,-2.52,-0.1984126984126984
6425,2020,0.513,-1.0,-0.513
6425,2019,3.0,,
6603,2022,0.5,1.05,0.47619047619047616
6603,2021,0.1,0.8,0.125
6603,2020,0.099,0.08,1.2375
6603,2019,0.499,,
6609,2022,1.5,5.1,0.29411764705882354
6609,2021,0.8,2.51,0.3187250996015937
6609,2020,1.0,0.27,3.7037037037037033
6609,2019,2.2,,
6829,2022,4.2490000000000006,6.11,0.695417348608838
8027,2023,2.003,2.9300000000000006,0.6836177474402729
8027,2022,1.594,3.94,0.40456852791878173
8027,2021,1.189,2.62,0.4538167938931298
8027,2019,0.504,,
8083,2022,10.2,10.3,0.9902912621359222
8083,2021,10.0,10.08,0.9920634920634921
8083,2020,9.0,11.1,0.8108108108108109
8083,2019,8.8,,
8107,2022,0.15,0.44,0.3409090909090909
8107,2021,0.067,0.27,0.24814814814814815
8107,2020,1.0,0.06,16.666666666666668
8107,2019,1.0,,
8255,2022,4.0,6.14,0.6514657980456027
8255,2021,2.301,5.25,0.43828571428571433
8255,2020,4.5,3.1,1.4516129032258065
8255,2019,5.0,,
9951,2022,3.3,5.5,0.6
9951,2021,4.7,5.33,0.8818011257035647
9951,2020,3.5,6.69,0.523168908819133
9951,2019,4.2,,
2061,2022,1.0,-1.57,-0.6369426751592356
1742,2022,1.687,-1.34,-1.258955223880597
4706,2022,0.9,0.64,1.40625
4706,2021,0.8,1.13,0.7079646017699116
4706,2020,0.6,1.22,0.4918032786885246
4706,2019,1.0,,
4707,2022,0.9,1.14,0.7894736842105264
4707,2021,1.0,1.05,0.9523809523809523
4707,2020,0.7,0.82,0.8536585365853658
4707,2019,0.8,,
4711,2022,1.0,-0.31,-3.2258064516129035
4711,2021,0.8,1.27,0.6299212598425197
4711,2020,0.6,0.91,0.6593406593406593
4711,2019,0.5,,
4714,2022,0.4,-0.38,-1.0526315789473684
4714,2021,0.432,0.28,1.5428571428571427
4714,2020,0.965,0.54,1.7870370370370368
4714,2019,1.581,,
4716,2022,1.938,-0.17,-11.399999999999999
4716,2021,0.245,3.55,0.06901408450704226
4716,2020,0.51,0.26,1.9615384615384615
4716,2019,0.405,,
4721,2022,3.8,5.09,0.7465618860510805
4721,2021,1.39,4.81,0.288981288981289
4721,2020,2.44,1.64,1.4878048780487805
4721,2019,2.8,,
4741,2022,0.8,1.68,0.4761904761904762
