代碼,商品,新聞內容,日期
6233,旺玖,旺玖:公告本公司董事會通過民國一一一年度合併財務報告,2023-03-07
8080,永利聯合,永利聯合:公告本公司法人董事代表人辭任,2023-03-07
4102,永日,永日:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-07
4102,永日,永日:公告本公司董事會決議股利分派,2023-03-07
2845,遠東銀,遠東銀:本行召開2022年線上法說會,2023-03-07
3206,志豐,志豐:公告本公司董事會決議股利分配,2023-03-07
4102,永日,"永日:代子公司YZP OVERSEA INVESTMENT CO., LTD辦理彌補虧損及現金減資退還股款",2023-03-07
2850,新產,新產:本公司董事會通過111年度財務報告,2023-03-07
4102,永日,永日:公告本公司董事會通過向關係人租賃取得不動產使用權資產,2023-03-07
2892,第一金,第一金:公告本公司暨主要子公司112年2月份自結合併盈餘數,2023-03-07
6257,矽格,矽格:公告本公司董事會決議通過111年度合併財務報告,2023-03-07
1102,亞泥,亞泥:公告本公司112年度股東常會日期。,2023-03-07
2033,佳大,佳大:本公司111年度財務報告提報董事會通過,2023-03-07
2607,榮運,榮運:代本公司之重要子公司長榮物流(股)公司公告董事會決議盈餘轉增資發行新股,2023-03-07
2606,裕民,裕民:本公司董事會決議召開112年股東常會公告,2023-03-07
6203,海韻電,海韻電:更正112年1月資金貸與公告之部分內容,2023-03-07
2607,榮運,榮運:代本公司之重要子公司長榮物流(股)公司公告董事會決議111年度盈餘分配案,2023-03-07
6414,樺漢,樺漢:樺漢科技受邀參加BofA舉辦之2023 APAC TMT Conference,2023-03-07
6257,矽格,矽格:董事會決議股利分派,2023-03-07
2881,富邦金,富邦金:富邦金控代富邦財產保險有限公司公告2022年股東常會召開事宜,2023-03-07
2607,榮運,榮運:代本公司之重要子公司長榮物流(股)公司公告董事會決議召開112年股東常會,2023-03-07
5215,科嘉-KY,科嘉-KY:科嘉(開曼)代重要子公司科德國際股份有限公司(薩摩亞)公告變更董事及三分之一以上董事發生變動,2023-03-07
1102,亞泥,亞泥:代子公司富達運輸股份有限公司公告向關係人處分使用權資產(提前終止租賃契約),2023-03-07
3297,杭特,杭特:公告本公司董事會決議不分派股利,2023-03-07
8027,鈦昇,鈦昇:本公司董事會決議分派股利,2023-03-07
1102,亞泥,亞泥:代子公司富民運輸股份有限公司公告向關係人取得土地,2023-03-07
3297,杭特,杭特:公告本公司董事會決議112年股東常會召開事宜,2023-03-07
6174,安碁,安碁:公告本公司111年度合併財務報告業已提報董事會通過,2023-03-07
2342,茂矽,茂矽:公告本公司董事會決議召集112年股東常會相關事宜,2023-03-07
3297,杭特,杭特:公告本公司董事會通過111年度合併財務報告,2023-03-07
2033,佳大,佳大:公告本公司設置公司治理主管。,2023-03-07
6803,崑鼎投控,崑鼎投控:本公司召開112年第一次法人說明會,2023-03-07
6174,安碁,安碁:董事會決議分派股利,2023-03-07
2033,佳大,佳大:本公司董事會決議召開112年股東常會公告,2023-03-07
6546,正基,正基:本公司代子公司速連通訊股份有限公司公告董事會決議股利分派事宜,2023-03-07
6174,安碁,安碁:公告董事會決議召開112年股東常會相關事宜,2023-03-07
3206,志豐,志豐:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-07
1102,亞泥,亞泥:公告本公司111年度合併財務報告業經董事會通過,2023-03-07
5878,台名,台名:代重要子公司利可安保險經紀人股份有限公司公告董事會通過111年度員工酬勞及董事酬勞,2023-03-07
6126,信音,信音:公告本公司董事會決議通過子公司信音電子(中國)股份有限公司於海外證券市場掛牌出具聲明及承諾函議案,2023-03-07
3206,志豐,志豐:公告本公司董事會通過111年第4季合併財務報告,2023-03-07
9925,新保,新保:代子公司台灣保全股份有限公司公告向關係人台保服務科技(股)公司處分(轉租)使用權資產一筆,2023-03-07
2342,茂矽,茂矽:公告本公司董事會決議擬發行限制員工權利新股,2023-03-07
9925,新保,新保:代子公司台灣保全股份有限公司公告向關係人新光人壽保險(股)公司取得使用權資產三筆,2023-03-07
9925,新保,新保:代子公司台保服務科技股份有限公司公告向關係人台灣保全(股)公司取得使用權資產一筆,2023-03-07
9925,新保,新保:代子公司誼光國際公寓大廈管理維護(股)公司公告向新光醫療財團法人新光吳火獅紀念醫院取得使用權資產1筆,2023-03-07
1102,亞泥,亞泥:公告本公司董事會會議決議通過發行(無擔保)普通公司債。,2023-03-07
2342,茂矽,茂矽:公告本公司董事會決議通過111年下半年度現金股利,2023-03-07
5468,凱鈺,凱鈺:公告本公司董事會決議不分派股利,2023-03-07
9925,新保,新保:代子公司誼光保全股份有限公司公告民國111年度盈餘分派,2023-03-07
5468,凱鈺,凱鈺:公告本公司董事會決議通過112年股東常會召開事宜,2023-03-07
2342,茂矽,茂矽:公告本公司董事會決議通過111年度下半年度股利分派,2023-03-07
5468,凱鈺,凱鈺:公告本公司111年度合併財務報告業經董事會決議通過,2023-03-07
5514,三豐,三豐:公告本公司董事會決議不分配股利。,2023-03-07
2342,茂矽,茂矽:本公司111年度合併財務報告業經董事會決議通過,2023-03-07
9925,新保,新保:代子公司誼光保全股份有限公司公告召集民國112年股東常會,2023-03-07
8163,達方,達方:本公司董事會決議股利分派,2023-03-07
9925,新保,新保:代子公司誼光保全股份有限公司公告捐贈財團法人新光保全關懷社會福利基金會,2023-03-07
8163,達方,達方:公告本公司今日董事會重大決議,2023-03-07
8163,達方,達方:公告董事會通過捐贈事宜,2023-03-07
2608,嘉里大榮,嘉里大榮:本公司法人董事代表人異動公告,2023-03-07
8163,達方,達方:公告本公司董事會通過111年度合併財務報告,2023-03-07
5009,榮剛,榮剛:公告榮剛材料科技股份有限公司國內第六次無擔保轉(交)換公司債(簡稱：榮剛六，代碼：50096)停止受理轉交換等相關事項。,2023-03-07
3092,鴻碩,鴻碩:公告鴻碩股份有限公司國內第一次有擔保轉換公司債(簡稱：鴻碩一，代碼：30921)自112年03月20日起，轉換價格自38.10元調整為37.00元。,2023-03-07
2231,為升,為升:公告為升電裝工業股份有限公司國內國內第三次無擔保轉(交)換公司債(簡稱：為升三，代碼：22313)停止受理轉交換等相關事項。,2023-03-07
1582,信錦,信錦:公告信錦企業股份有限公司國內國內第三次無擔保轉(交)換公司債(簡稱：信錦三，代碼：15823)換發之普通股股票開始櫃檯買賣日期。,2023-03-07
8163,達方,達方:本公司董事會決議召開一一二年股東常會公告,2023-03-07
1440,南紡,南紡:公告本公司董事會決議股東會召開日期,2023-03-07
3004,豐達科,豐達科:豐達科技股份有限公司112年分派現金股利公告,2023-03-07
9911,櫻花,櫻花2月營收5.63億元年增7.02% 1—2月達12.66億元,2023-03-07
1440,南紡,南紡:公告本公司董事會決議關係人捐贈事宜,2023-03-07
8928,鉅明,鉅明2月營收2.73億元年減3.5% 1—2月達6.00億元,2023-03-07
2008,高興昌,高興昌:本公司民國111年第4季個別財務報告業經董事會決議通過,2023-03-07
8255,朋程,朋程2月營收3.38億元年增12.15% 1—2月達6.91億元,2023-03-07
8121,越峰,越峰2月營收2.13億元年增4.83% 1—2月達4.03億元,2023-03-07
2704,國賓,國賓:本公司董事會決議112年股東常會召開事宜。,2023-03-07
8027,鈦昇,鈦昇:公告本公司董事會通過111年度董事及員工酬勞分派案,2023-03-07
2008,高興昌,高興昌:公告本公司董事會決議買回庫藏股,2023-03-07
1440,南紡,南紡:公告本公司董事會通過111年度合併財務報告,2023-03-07
6414,樺漢,樺漢2月營收95.21億元年增59.23% 1—2月達183.67億元,2023-03-07
6288,聯嘉,聯嘉2月營收3.03億元年增19.77% 1—2月達6.51億元,2023-03-07
6244,茂迪,茂迪2月營收4.80億元年增76.05% 1—2月達8.43億元,2023-03-07
1440,南紡,南紡:代重要子公司臺南紡織(越南)有限公司公告董事會決議股利分派,2023-03-07
2008,高興昌,高興昌:本公司董事會決議股利分派,2023-03-07
6015,宏遠證,宏遠證2月營收1.27億元年減16.83% 1—2月達1.61億元,2023-03-07
5464,霖宏,霖宏2月營收0.89億元年增34.19% 1—2月達1.64億元,2023-03-07
5243,乙盛-KY,乙盛-KY2月營收10.02億元年增12.68% 1—2月達18.45億元,2023-03-07
4971,IET-KY,IET-KY2月營收0.53億元年減22.98% 1—2月達1.06億元,2023-03-07
4935,茂林-KY,茂林-KY2月營收2.94億元年減54.83% 1—2月達6.37億元,2023-03-07
2704,國賓,國賓:公告本公司董事會決議通過111年度董事酬勞及員工酬勞案。,2023-03-07
4543,萬在,萬在2月營收0.68億元年增17.49% 1—2月達1.14億元,2023-03-07
4532,瑞智,瑞智2月營收13.17億元年減13.92% 1—2月達24.50億元,2023-03-07
4305,世坤,世坤2月營收0.77億元年增4.82% 1—2月達1.25億元,2023-03-07
4137,麗豐-KY,麗豐-KY2月營收3.60億元年增35.21% 1—2月達5.25億元,2023-03-07
4102,永日,永日2月營收0.36億元年增18.49% 1—2月達0.71億元,2023-03-07
3508,位速,位速2月營收0.57億元年減32.19% 1—2月達1.24億元,2023-03-07
4532,瑞智,瑞智:公告本公司112年除息基準日,2023-03-07
3088,艾訊,艾訊2月營收5.16億元年增47.14% 1—2月達9.25億元,2023-03-07
3026,禾伸堂,禾伸堂2月營收12.84億元年增4.94% 1—2月達23.11億元,2023-03-07
2916,滿心,滿心2月營收1.11億元年減2.86% 1—2月達3.48億元,2023-03-07
2530,華建,華建2月營收0.02億元年增133.2% 1—2月達0.03億元,2023-03-07
2476,鉅祥,鉅祥2月營收4.58億元年減5.12% 1—2月達8.79億元,2023-03-07
2438,翔耀,翔耀2月營收0.10億元年減38.04% 1—2月達0.14億元,2023-03-07
2328,廣宇,廣宇2月營收20.67億元年增28.49% 1—2月達39.98億元,2023-03-07
2013,中鋼構,中鋼構2月營收12.18億元年減0.94% 1—2月達30.31億元,2023-03-07
1626,艾美特-KY,艾美特-KY2月營收4.94億元年增56.51% 1—2月達9.23億元,2023-03-07
1524,耿鼎,耿鼎2月營收2.01億元年增73.73% 1—2月達3.47億元,2023-03-07
1506,正道,正道2月營收0.87億元年增2.17% 1—2月達1.79億元,2023-03-07
4903,聯光通,聯光通:代重要子公司聯瑞科技股份有限公司公告召開112年股東常會相關事宜,2023-03-07
4903,聯光通,聯光通:代重要子公司聯瑞科技股份有限公司公告-董事會決議不發放股利,2023-03-07
4903,聯光通,聯光通:代重要子公司聯瑞科技股份有限公司公告-董事會重要決議事項,2023-03-07
1906,寶隆,寶隆:本公司董事會通過對「財團法人榮成山與田教育基金會」捐贈案,2023-03-07
1906,寶隆,寶隆:公告本公司因會計師事務所內部調整更換會計師,2023-03-07
8931,大汽電,大汽電:公告本公司董事會通過111年年度合併財務報告,2023-03-07
1906,寶隆,寶隆:董事會決議股利分派,2023-03-07
1906,寶隆,寶隆:本公司董事會決議召開112年股東常會,2023-03-07
8931,大汽電,大汽電:公告本公司召開112年股東常會,2023-03-07
8027,鈦昇,鈦昇:公告本公司董事會決議召開112年度股東常會事宜,2023-03-07
1906,寶隆,寶隆:公告本公司董事會通過111年度個別財務報表案,2023-03-07
8931,大汽電,大汽電:董事會決議股利分派,2023-03-07
1304,台聚,"台聚:公告本公司擬捐贈新台幣5,000,000元予「財團法人台聚教育基金會」",2023-03-07
3686,達能,達能:本公司召開111年股東常會公告,2023-03-07
3686,達能,達能:公告本公司董事會通過111年度合併財務報告,2023-03-07
6417,韋僑,韋僑:澄清有關112年3月7日鉅亨網媒體報導,2023-03-07
1304,台聚,台聚:公告本公司董事會通過111年度合併財務報告,2023-03-07
9905,大華,大華:董事會決議股利分派,2023-03-07
1304,台聚,台聚:公告本公司董事會決議112年股東常會召開日期、召集事由、停止過戶日期及受理股東提案期間,2023-03-07
4720,德淵,德淵:公告本公司變更股務代理機構事宜,2023-03-07
8027,鈦昇,鈦昇:本公司董事會決議除息基準日,2023-03-07
5514,三豐,三豐:公告本公司董事會決議召開股東常會相關事宜,2023-03-07
5878,台名,台名:代重要子公司利可安保險經紀人股份有限公司公告董事會決議111年度盈餘分配案,2023-03-07
8027,鈦昇,鈦昇:公告本公司國內第二次有擔保轉換公司債111年第4季轉換普通股之增資基準日,2023-03-07
3019,亞光,亞光:亞光董事會決議每股發放1.9元現金股利,2023-03-07
8027,鈦昇,鈦昇:公告本公司員工認股權憑證轉換普通股增資基準日,2023-03-07
3019,亞光,亞光:公告亞光董事會決議庫藏股註銷減資事宜,2023-03-07
3019,亞光,亞光:亞光董事會通過111年度員工及董事酬勞金額及發放方式,2023-03-07
8027,鈦昇,鈦昇:本公司董事會決議第九次買回庫藏股之股份註銷減資案,2023-03-07
3019,亞光,亞光:亞光董事會決議召開112年股東常會公告,2023-03-07
1304,台聚,台聚:董事會決議股利分派,2023-03-07
3019,亞光,亞光:亞光董事會通過111年度合併財務報告,2023-03-07
8027,鈦昇,鈦昇:公告本公司董事會通過111年度合併財務報告,2023-03-07
5514,三豐,三豐:公告本公司111年第4季財務報表資訊,2023-03-07
1710,東聯,東聯:公告本公司董事會決議間接對大陸投資案,2023-03-07
1710,東聯,東聯:公告本公司董事會決議通過處分高雄市小港區中林子段土地相關事宜,2023-03-07
2890,永豐金,永豐金:永豐金控代子公司永豐金資本國際(香港)公告董事會決議2022年度盈餘分配案,2023-03-07
1710,東聯,東聯:本公司公司治理主管異動,2023-03-07
2890,永豐金,永豐金:永豐金控代子公司永豐金租賃公告董事會決議111年度盈餘分配案,2023-03-07
1710,東聯,東聯:董事會決議股利分派,2023-03-07
2890,永豐金,永豐金:永豐金控公告其與子公司永豐銀行及永豐金證券112年2月合併自結損益,2023-03-07
1710,東聯,東聯:公告本公司董事會決議通過111年度合併財務報告,2023-03-07
9962,有益,有益2月營收3.12億元年增22.18% 1—2月達5.93億元,2023-03-07
9938,百和,百和2月營收10.69億元年減3.55% 1—2月達18.49億元,2023-03-07
9937,全國,全國2月營收18.24億元年增4.7% 1—2月達37.82億元,2023-03-07
9910,豐泰,豐泰2月營收64.58億元年減0.42% 1—2月達128.23億元,2023-03-07
8935,邦泰,邦泰2月營收0.58億元年減29.97% 1—2月達1.22億元,2023-03-07
2231,為升,為升:公告本公司董事會通過111年度員工及董事酬勞分派案,2023-03-07
8410,森田,森田2月營收0.82億元年增10.62% 1—2月達1.50億元,2023-03-07
8227,巨有科技,巨有科技2月營收0.85億元年增122.4% 1—2月達1.40億元,2023-03-07
8096,擎亞,擎亞2月營收11.15億元年減49.36% 1—2月達20.17億元,2023-03-07
4532,瑞智,瑞智:本公司112年02月自結合併營收情形,2023-03-07
8016,矽創,矽創2月營收10.58億元年減42.38% 1—2月達21.01億元,2023-03-07
3532,台勝科,台勝科:公告本公司董事會決議召開股東會相關事宜,2023-03-07
6530,創威,創威2月營收0.13億元年減23.99% 1—2月達0.28億元,2023-03-07
6505,台塑化,台塑化2月營收631.64億元年增20.66% 1—2月達1241.00億元,2023-03-07
6485,點序,點序2月營收1.36億元年減22.7% 1—2月達2.42億元,2023-03-07
6492,生華科,生華科2月營收0.00億元年增0% 1—2月達0.00億元,2023-03-07
6416,瑞祺電通,瑞祺電通2月營收3.52億元年增6.32% 1—2月達6.53億元,2023-03-07
6239,力成,力成2月營收52.16億元年減19.52% 1—2月達102.17億元,2023-03-07
6233,旺玖,旺玖2月營收0.27億元年減14.81% 1—2月達0.52億元,2023-03-07
2231,為升,為升:公告本公司111年度財務報告(合併)經董事會決議通過,2023-03-07
3532,台勝科,台勝科:公告本公司董事會決議發放股利事宜,2023-03-07
3532,台勝科,台勝科:公告本公司111年度合併財務報告業經董事會決議通過,2023-03-07
1304,台聚,台聚:代重要子公司聯聚國際投資股份有限公司公告董事會決議一一二年度股東常會召開日期、召集事由及停止過戶日期,2023-03-07
9905,大華,大華:本公司董事會通過111年合併財務報告,2023-03-07
4919,新唐,新唐:董事會決議股利分派,2023-03-07
8432,東生華,東生華:本公司受邀參加康和綜合證券舉辦之法人說明會,2023-03-07
3532,台勝科,台勝科:公告本公司董事會通過對台灣塑膠工業股份有限公司112年6月新增資金貸與金額達本公司最近財務報表淨值2.34%。,2023-03-07
1710,東聯,東聯:董事會決議召開股東常會,2023-03-07
5871,中租-KY,中租-KY:代子公司合迪股份有限公司公告其董事會決議通過發行112年度無擔保普通公司債相關事宜,2023-03-07
4919,新唐,新唐:董事會決議召開112年股東常會相關事宜公告,2023-03-07
3532,台勝科,台勝科:公告本公司內部稽核主管異動,2023-03-07
3532,台勝科,台勝科:公告本公司公司治理主管異動,2023-03-07
3094,聯傑,聯傑:聯傑董事會決議每股配發現金股利新台幣1元,2023-03-07
1710,東聯,東聯:代重要子公司Pacific Petrochemical(Holding)Ltd.公告召開112年度股東會重要決議事項,2023-03-07
5281,大峽谷-KY,大峽谷-KY:董事會決議股利分派情形,2023-03-07
1710,東聯,東聯:代重要子公司Pacific Petrochemical(Holding)Ltd.公告召開112年度股東會,2023-03-07
2379,瑞昱,瑞昱:公告本公司參加美林證券(BofA)及摩根史坦利(Morgan Stanley)舉辦之線上投資人論壇,2023-03-07
5386,青雲,青雲:公告本公司不繼續辦理一一一年股東常會通過之私募發行普通股案,2023-03-07
3094,聯傑,聯傑:聯傑國際召開112年度股東常會相關事宜,2023-03-07
2476,鉅祥,鉅祥:公告本公司112年02月份自結合併營收,2023-03-07
5281,大峽谷-KY,大峽谷-KY:本公司111年度合併財務報告經董事會審議通過。,2023-03-07
5281,大峽谷-KY,大峽谷-KY:本公司董事會決議召開112年股東常會召開事宜。,2023-03-07
9905,大華,大華:公告本公司董事會決議召開112年股東常會相關事宜.,2023-03-07
5386,青雲,青雲:董事會決議召開112年股東常會公告,2023-03-07
2231,為升,為升:公告本公司董事會決議盈餘轉增資發行新股,2023-03-07
6015,宏遠證,宏遠證:公告本公司自行結算一一二年二月份合併損益,2023-03-07
5386,青雲,青雲:公告本公司董事會決議以私募方式發行新股,2023-03-07
6532,瑞耘,瑞耘:公告本公司董事會決議分派股利情形,2023-03-07
3094,聯傑,聯傑:董事會通過111年度董事及員工酬勞,2023-03-07
5386,青雲,青雲:公告本公司董事會決議盈餘轉增資發行新股,2023-03-07
2231,為升,為升:本公司董事會決議召開一一二年股東常會事宜,2023-03-07
5386,青雲,青雲:董事會決議股利分派公告,2023-03-07
5386,青雲,青雲:公告本公司111年度財務報告業經董事會決議通過,2023-03-07
3094,聯傑,聯傑:董事會通過111年合併財務報告,2023-03-07
3597,映興,映興:公告映興電子股份有限公司國內第一次無擔保轉(交)換公司債(簡稱：映興一，代碼：35971)停止受理轉交換等相關事項。,2023-03-07
1598,岱宇,岱宇:公告岱宇國際股份有限公司國內第三次無擔保轉(交)換公司債(簡稱：岱宇三，代碼：15983)停止受理轉交換等相關事項。,2023-03-07
1598,岱宇,岱宇:公告岱宇國際股份有限公司國內第二次有擔保轉(交)換公司債(簡稱：岱宇二，代碼：15982)停止受理轉交換等相關事項。,2023-03-07
6532,瑞耘,瑞耘:公告本公司董事會決議召開股東常會事宜,2023-03-07
6541,泰福-KY,泰福-KY:泰福生技股份有限公司（公司代號：6541）因減資彌補虧損全面換發新股票上市開始買賣日期。,2023-03-07
6226,光鼎,光鼎2月營收0.44億元年減9.54% 1—2月達0.85億元,2023-03-07
6196,帆宣,帆宣2月營收47.29億元年增85.4% 1—2月達90.66億元,2023-03-07
5516,雙喜,雙喜2月營收1.59億元年增25.16% 1—2月達3.15億元,2023-03-07
5471,松翰,松翰2月營收1.76億元年減42.35% 1—2月達3.37億元,2023-03-07
5203,訊連,訊連2月營收1.44億元年增15.03% 1—2月達2.94億元,2023-03-07
4555,氣立,氣立2月營收1.24億元年減10.97% 1—2月達1.99億元,2023-03-07
4155,訊映,訊映2月營收0.55億元年減45.86% 1—2月達2.01億元,2023-03-07
4142,國光生,國光生2月營收0.41億元年增36.53% 1—2月達0.80億元,2023-03-07
3555,重鵬,重鵬2月營收0.02億元年增15.67% 1—2月達0.04億元,2023-03-07
3516,亞帝歐,亞帝歐2月營收0.84億元年增15.52% 1—2月達1.37億元,2023-03-07
6532,瑞耘,瑞耘:公告本公司國內第一次有擔保轉換公司債111年第4季轉換普通股之增資基準日,2023-03-07
3227,原相,原相2月營收3.57億元年減13.22% 1—2月達6.65億元,2023-03-07
3188,鑫龍騰,鑫龍騰2月營收0.08億元年減53.98% 1—2月達1.11億元,2023-03-07
3073,天方能源,天方能源2月營收0.03億元年減17.4% 1—2月達0.05億元,2023-03-07
3022,威強電,威強電2月營收7.23億元年增53.33% 1—2月達13.90億元,2023-03-07
3006,晶豪科,晶豪科2月營收8.90億元年減43.11% 1—2月達16.78億元,2023-03-07
5203,訊連,訊連:本公司民國111年度合併財務報告業經董事會決議通過,2023-03-07
2008,高興昌,高興昌:董事會決議召開112年股東常會之相關事宜,2023-03-07
2348,海悅,海悅2月營收2.02億元年減40.1% 1—2月達3.38億元,2023-03-07
2329,華泰,華泰2月營收10.32億元年減7.1% 1—2月達20.08億元,2023-03-07
2301,光寶科,光寶科2月營收108.11億元年減6.72% 1—2月達214.90億元,2023-03-07
2008,高興昌,高興昌:公告本公司董事會重要決議事項,2023-03-07
6532,瑞耘,瑞耘:公告本公司提報董事會111年度財務報告,2023-03-07
8222,寶一,寶一:寶一公司受邀參加「第一金證券2023年3月線上投資座談會」，說明本公司營運概況。,2023-03-07
1308,亞聚,亞聚2月營收5.66億元年減15.32% 1—2月達10.20億元,2023-03-07
1305,華夏,華夏2月營收13.39億元年減14.83% 1—2月達26.16億元,2023-03-07
4532,瑞智,瑞智:董事會決議股利分派,2023-03-07
1304,台聚,台聚:代重要子公司聯聚國際投資股份有限公司公告盈餘分配股票股利轉增資,2023-03-07
2231,為升,為升:公告本公司董事會決議配發股利事宜,2023-03-07
3597,映興,映興:公告本公司設置公司治理主管,2023-03-07
4532,瑞智,瑞智:董事會決議股東會召開日期、停止變更股東名簿記載之日期暨受理股東提案時間及處所,2023-03-07
2434,統懋,統懋:公告本公司董事會決議召開112年股東常會日期及相關事宜,2023-03-07
3597,映興,映興:公告本公司設置永續發展委員會及委任第一屆委員委員名單,2023-03-07
4532,瑞智,瑞智:本公司民國111年度合併財務報告業經董事會決議通過,2023-03-07
3597,映興,映興:公告本公司董事會決議發放111年度股利分配,2023-03-07
8929,富堡,富堡:修正本公司111年11月至112年1月背書保證明細表之部分內容,2023-03-07
2434,統懋,統懋:公告本公司董事會通過111年度合併財務報告,2023-03-07
2809,京城銀,京城銀:代子公司京城銀國際租賃股份有限公司公告取得土銀國泰R1有價證券,2023-03-07
2449,京元電子,京元電子:本公司受邀參加美銀證券（BofA Securities）舉辦的2023 APAC TMT Conference,2023-03-07
4174,浩鼎,浩鼎:代重要子公司圓祥生技股份有限公司公告董事會決議111年度不發放股利,2023-03-07
4174,浩鼎,浩鼎:代重要子公司圓祥生技股份有限公司公告董事會決議召開112年股東常會,2023-03-07
8924,大田,大田:公告本公司董事會決議股利分派,2023-03-07
1795,美時,美時:公告本公司Lenalidomide Capsules學名藥2.5mg及20mg等2劑量獲得美國FDA最終審查核可(final approval),2023-03-07
1454,台富,台富:本公司董事會決議分派股利,2023-03-07
6209,今國光,今國光2月營收2.33億元年增13.73% 1—2月達4.27億元,2023-03-07
6175,立敦,立敦2月營收2.54億元年減27.95% 1—2月達5.00億元,2023-03-07
6147,頎邦,頎邦2月營收14.04億元年減32.19% 1—2月達28.35億元,2023-03-07
6129,普誠,普誠2月營收1.60億元年增38.03% 1—2月達2.96億元,2023-03-07
6124,業強,業強2月營收1.77億元年增12.38% 1—2月達3.19億元,2023-03-07
5514,三豐,三豐2月營收0.01億元年增19.39% 1—2月達0.01億元,2023-03-07
5310,天剛,天剛2月營收0.01億元年增237.06% 1—2月達0.01億元,2023-03-07
4994,傳奇,傳奇2月營收1.28億元年減26.39% 1—2月達2.56億元,2023-03-07
4722,國精化,國精化2月營收2.51億元年減26.09% 1—2月達4.14億元,2023-03-07
4162,智擎,智擎2月營收0.20億元年增26.8% 1—2月達0.46億元,2023-03-07
2886,兆豐金,兆豐金:公告本公司暨主要子公司112年2月份自結合併盈餘,2023-03-07
3588,通嘉,通嘉2月營收0.70億元年減57.94% 1—2月達1.35億元,2023-03-07
3527,聚積,聚積2月營收1.59億元年減20.75% 1—2月達3.03億元,2023-03-07
3447,展達,展達2月營收3.59億元年增29.79% 1—2月達8.11億元,2023-03-07
3317,尼克森,尼克森2月營收1.80億元年減21.4% 1—2月達3.79億元,2023-03-07
3266,昇陽,昇陽2月營收2.26億元年增640.27% 1—2月達4.12億元,2023-03-07
3094,聯傑,聯傑2月營收0.25億元年增15.98% 1—2月達0.45億元,2023-03-07
3005,神基,神基2月營收25.93億元年增13.44% 1—2月達51.46億元,2023-03-07
2472,立隆電,立隆電2月營收6.90億元年減1.38% 1—2月達12.92億元,2023-03-07
2441,超豐,超豐2月營收10.01億元年減26.15% 1—2月達18.38億元,2023-03-07
2423,固緯,固緯2月營收2.31億元年增11.08% 1—2月達4.45億元,2023-03-07
2395,研華,研華2月營收52.30億元年增11.91% 1—2月達108.70億元,2023-03-07
2347,聯強,聯強2月營收260.84億元年減1.5% 1—2月達541.26億元,2023-03-07
2337,旺宏,旺宏2月營收20.69億元年減42.91% 1—2月達42.80億元,2023-03-07
2103,台橡,台橡2月營收26.57億元年增1.9% 1—2月達52.23億元,2023-03-07
8924,大田,大田:代子公司江西大田精密科技有限公司公告董事會決議2022年不分派盈餘,2023-03-07
8924,大田,"大田:代子公司O-TA GOLF GROUP CO., LTD.公告董事會決議2022年不分派盈餘",2023-03-07
2498,宏達電,宏達電:公告本公司董事會通過員工認股權憑證轉換普通股之增資基準日,2023-03-07
1711,永光,永光2月營收6.62億元年增2.82% 1—2月達12.14億元,2023-03-07
1736,喬山,喬山2月營收20.88億元年減12.15% 1—2月達41.51億元,2023-03-07
8924,大田,大田:公告本公司董事會決議召開112年股東常會及股東提案權相關事宜,2023-03-07
2498,宏達電,宏達電:本公司董事會決議召開民國112年股東常會,2023-03-07
1535,中宇,中宇2月營收6.27億元年增3.15% 1—2月達12.62億元,2023-03-07
6464,台數科,台數科:代取得人佳川股份有限公司依證券交易法第43 條之1第1項規定辦理公告,2023-03-07
1614,三洋電,三洋電:更正112年03月02日代共同取得人依證券交易法第43條之1第1項規定辦理公告,2023-03-07
6226,光鼎,光鼎:修訂一○九&#63886;&#64001;第一次有擔保普通公司債發&#64008;辦法,2023-03-07
5543,桓鼎-KY,桓鼎-KY:公告桓鼎股份有限公司國內第三次無擔保轉換公司債轉(交)換公司債(簡稱：桓鼎三KY，代碼：55433)轉交換作業開始之轉交換日期等相關事項。,2023-03-07
5508,永信建,永信建:公告永信建設開發股份有限公司110年度第二次有擔保普通公司債受託人異動,2023-03-07
5508,永信建,永信建:公告永信建設開發股份有限公司110年度第一次有擔保普通公司債受託人異動,2023-03-07
1907,永豐餘,"永豐餘:代子公司Arizon RFID Technology (Cayman) Co., Ltd.公告股票初次上巿前現金增資發行新股承銷價格",2023-03-07
8924,大田,大田:公告本公司董事會通過111年度合併財務報告,2023-03-07
1465,偉全,偉全2月營收0.52億元年增69.17% 1—2月達0.84億元,2023-03-07
1453,大將,大將2月營收0.00億元年減99.92% 1—2月達0.00億元,2023-03-07
1445,大宇,大宇2月營收1.21億元年增34.45% 1—2月達2.36億元,2023-03-07
2498,宏達電,宏達電:公告本公司董事會決議111年度虧損撥補案,2023-03-07
2498,宏達電,宏達電:公告本公司董事會通過111年度合併財務報告,2023-03-07
4972,湯石照明,湯石照明:本公司112年分派現金股利公告,2023-03-07
3030,德律,德律:公告本公司截至112年2月份自行結算損益情形,2023-03-07
2889,國票金,國票金:公告本公司112年2月份自結盈餘,2023-03-07
2327,國巨,國巨:本公司受邀參加由摩根士丹利證券舉辦之線上法說會，說明111年第四季營運報告,2023-03-07
3447,展達,展達:公告本公司資金貸與達「公開發行公司資金貸與及背書保證處理準則」第22條第1項第2款及第3款標準,2023-03-07
