代碼,商品,新聞內容,日期
3205,佰研,佰研:公告本公司董事會通過111年度合併財務報告,2023-03-29
2428,興勤,興勤:代子公司廣東為勤興景電子有限公司公告累積處分理財商品,2023-03-29
9940,信義,信義:本公司董事會決議發行無擔保普通公司債,2023-03-29
8404,百和興業-KY,百和興業-KY:代子公司江蘇百宏複合材料科技股份有限公司公告2023年第2次股東臨時會之決議事項,2023-03-29
3550,聯穎,聯穎:公告本公司董事會通過111年度合併財務報告,2023-03-29
2937,集雅社,集雅社:公告本公司112年2月份自結合併財務報告之流動比率、速動比率、負債比率,2023-03-29
3550,聯穎,聯穎:公告本公司董事會決議召開112年股東常會,2023-03-29
8424,惠普,惠普:公告本公司董事會決議召開112年股東常會相關事宜增加議案。,2023-03-29
3701,大眾控,大眾控:董事會決議本公司發行國內第二次無擔保轉換公司債,2023-03-29
8418,捷必勝-KY,捷必勝-KY:(更正111.11.11公告)依公開發行公司資金貸與及背書保證處理準則第二十五條第一項第二、三、四款規定公告,2023-03-29
2440,太空梭,太空梭:公告本公司董事會決議不分派股利,2023-03-29
2440,太空梭,太空梭:本公司董事會決議召開112年股東常會相關事宜,2023-03-29
8418,捷必勝-KY,捷必勝-KY:依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第二、三款規定辦理公告,2023-03-29
4106,雃博,雃博:公告本公司董事會決議通過私募普通股補辦公開發行案,2023-03-29
2885,元大金,元大金:元大金控代子公司元大儲蓄銀行(韓國)公告董事長選任,2023-03-29
2885,元大金,元大金:元大金控代子公司元大儲蓄銀行(韓國)公告董事及獨立董事選任,2023-03-29
1449,佳和,佳和:公告董事會決議通過追加大營廠215戶廠辦他建工程款,2023-03-29
2885,元大金,元大金:元大金控代子公司元大儲蓄銀行(韓國)公告年度股東常會重要決議事項,2023-03-29
2885,元大金,元大金:元大金控代子公司元大儲蓄銀行(韓國)公告股東常會召開事宜,2023-03-29
3701,大眾控,大眾控:公告本公司設置公司治理主管,2023-03-29
2524,京城,京城:公告董事會決議簽訂高雄市苓雅區福河段698-1等地號個案工程營造契約。,2023-03-29
4912,聯德控股-KY,聯德控股-KY:公告本公司董事會決議分派111年第4季股利,2023-03-29
1449,佳和,佳和:董事會決議發放股利,2023-03-29
8418,捷必勝-KY,捷必勝-KY:公告本公司設置公司治理主管,2023-03-29
4912,聯德控股-KY,聯德控股-KY:公告本公司董事會決議112年股東常會召開事宜,2023-03-29
8418,捷必勝-KY,捷必勝-KY:公告本公司董事會決議不分派股利,2023-03-29
4912,聯德控股-KY,聯德控股-KY:公告本公司111年第4季除息基準日及國內第四次無擔保轉換公司債停止轉換期間,2023-03-29
8418,捷必勝-KY,捷必勝-KY:本公司董事會決議召開股東常會公告,2023-03-29
4912,聯德控股-KY,聯德控股-KY:公告本公司董事會決議由子公司赴墨西哥投資計劃案,2023-03-29
4912,聯德控股-KY,聯德控股-KY:公告本公司董事會通過111年度合併財務報告,2023-03-29
8418,捷必勝-KY,捷必勝-KY:本公司民國111年度合併財務報告業經董事會決議通過,2023-03-29
5450,南良,南良:本公司董事會決議召開112年股東常會相關事宜,2023-03-29
1449,佳和,佳和:公告董事會決議召開112年股東常會相關事宜,2023-03-29
5450,南良,南良:公告本公司董事會決議股利分派,2023-03-29
8084,巨虹,巨虹:公告本公司董事會決議不分派股利,2023-03-29
2101,南港,南港:董事會決議111年下半年度不分派股利,2023-03-29
1449,佳和,佳和:公告本公司私募有價證券補辦公開發行及申請上市,2023-03-29
1449,佳和,佳和:公告本公司董事會決議通過111年度員工酬勞及董事酬勞分派案,2023-03-29
6144,得利影,得利影:本公司財務主管變動,2023-03-29
1449,佳和,佳和:公告本公司盈餘分配股票股利轉增資,2023-03-29
8210,勤誠,勤誠:本公司受邀參加臺灣證券交易所及寬量國際共同主辦之「13th Taiwan CEO Week」,2023-03-29
3479,安勤,安勤:本公司董事會決議召開一一二年股東常會,2023-03-29
2888,新光金,新光金:母公司代子公司臺灣新光商業銀行股份有限公司公告董事會決議分派111年度股利,2023-03-29
6244,茂迪,茂迪:公告本公司與彰化銀行等九家聯貸銀行團簽訂聯合授信合約,2023-03-29
3479,安勤,安勤:本公司董事會決議股利分派,2023-03-29
3479,安勤,安勤:本公司111年度合併財務報告經董事會決議通過,2023-03-29
3479,安勤,安勤:代重要子公司Avalue Technology Inc.(USA)公告董事會決議不發放股利,2023-03-29
6488,環球晶,環球晶:公告本公司112年02月自結合併財務報表之負債比率、流動比率及速動比率,2023-03-29
3491,昇達科,昇達科:公告本公司董事會決議股利分派,2023-03-29
2228,劍麟,劍麟:本公司受邀參加凱基證券與 IR Trust 共同舉辦之「2023去資金槓桿化主題式投資論壇」,2023-03-29
1449,佳和,佳和:本公司董事會通過111年合併財報,2023-03-29
5450,南良,南良:公告本公司董事會通過111年度合併財務報告,2023-03-29
4739,康普,康普:公告康普材料科技股份有限公司國內第三次有擔保轉(交)換公司債轉(交)換公司債(簡稱：康普三，代碼：47393)停止受理轉交換等相關事項。,2023-03-29
4168,醣聯,醣聯:公告台灣醣聯生技醫藥股份有限公司國內第三次有擔保轉(交)換公司債(簡稱：醣聯三，代碼：41683)停止受理轉交換等相關事項。,2023-03-29
2537,聯上發,聯上發:公告本公司110年度第3次有擔保普通公司債因受託銀行合併而變更,2023-03-29
2537,聯上發,聯上發:公告本公司110年度第2次有擔保普通公司債因受託銀行合併而變更,2023-03-29
2537,聯上發,聯上發:公告本公司110年度第1次有擔保普通公司債因受託銀行合併而變更,2023-03-29
2537,聯上發,聯上發:公告本公司109年度第2次有擔保普通公司債因受託銀行合併而變更,2023-03-29
2537,聯上發,聯上發:公告本公司109年度第1次有擔保普通公司債因受託銀行合併而變更,2023-03-29
4971,IET-KY,IET-KY:英屬開曼群島商英特磊科技股份有限公司（公司代號：4971）註銷收回股票事宜。,2023-03-29
3491,昇達科,昇達科:公告修訂本公司110年員工認股權憑證發行及認股辦法,2023-03-29
3491,昇達科,昇達科:本公司董事會決議召開112年股東常會,2023-03-29
3491,昇達科,昇達科:公告本公司董事會通過111年度合併財務報告,2023-03-29
3491,昇達科,昇達科:本公司董事會通過解除經理人競業禁止之限制,2023-03-29
3491,昇達科,昇達科:公告本公司設置公司治理主管,2023-03-29
2066,世德,世德:公告本公司董事會通過111年度合併財務報告,2023-03-29
8455,大拓-KY,大拓-KY:代重要子公司日本大拓公告子公司董事會推選董事長,2023-03-29
8455,大拓-KY,大拓-KY:代重要子公司日本大拓公告董監事改選當選名單,2023-03-29
8455,大拓-KY,大拓-KY:代重要子公司日本大拓公告2023年股東常會重要決議,2023-03-29
5483,中美晶,中美晶:公告本公司112年2月自結合併財務報表之負債比率、流動比率及速動比率,2023-03-29
1512,瑞利,瑞利:公告本公司自112年第一季起變更會計師事務所及簽證會計師,2023-03-29
3011,今皓,今皓:公告董事會決議股利分派,2023-03-29
8084,巨虹,巨虹:公告本公司董事會通過111年度合併財務報告,2023-03-29
5464,霖宏,霖宏:公告本公司112年2月28日負債比率、流動比率、速動比率(自結數),2023-03-29
6186,新潤,新潤:公告本公司112年2月份自結流動比率、速動比率、負債比率,2023-03-29
2891,中信金,中信金:本公司代子公司中國信託綜合證券(股)公司公告董事會決議111年度股利分派事項,2023-03-29
4120,友華,友華:澄清112年3月29日鉅亨網台股新聞,2023-03-29
4908,前鼎,前鼎:召開本公司民國一百一十二年股東常會,2023-03-29
4908,前鼎,前鼎:公告本公司董事會通過111年度財務報表,2023-03-29
2812,台中銀,台中銀:公告金融監督管理委員會核准本行內部稽核主管異動案,2023-03-29
2729,瓦城,瓦城:本公司董事會決議股利分派,2023-03-29
6456,GIS-KY,GIS-KY:公告本公司受邀參加元富證券舉辦之法人說明會,2023-03-29
4542,科嶠,科嶠:更正本公司111年度個體財務報告及合併財務報告大陸投資資訊-基本資料事項公告,2023-03-29
2729,瓦城,瓦城:公告本公司董事會通過111年度合併財務報表,2023-03-29
6140,訊達電腦,訊達電腦:公告本公司112年2月份自結合併財務報告之流動比率、速動比率及負債比率,2023-03-29
3078,僑威,僑威:公告本公司獨立董事辭任審計委員會委員及薪資報酬委員會委員,2023-03-29
3078,僑威,僑威:公告本公司獨立董事辭任,2023-03-29
2637,慧洋-KY,慧洋-KY:代孫公司Daiwan Champion S.A公告處分散裝貨輪一艘,2023-03-29
2729,瓦城,瓦城:本公司董事會決議召開112年股東常會,2023-03-29
8101,華冠,華冠:公告本公司董事會決議不分派股利,2023-03-29
2104,國際中橡,國際中橡:公告本公司董事會決議召開112年股東常會之補充公告,2023-03-29
2104,國際中橡,國際中橡:公告本公司董事會決議股利分派,2023-03-29
8101,華冠,華冠:公告本公司一一二年股東常會召開日期及召集事由,2023-03-29
8101,華冠,華冠:董事會通過財報案,2023-03-29
5381,合正,合正:本公司有價證券近期多次達公布注意交易資訊標準，故公告相關訊息，以利投資人區別暸解,2023-03-29
3705,永信,永信:公告本公司解除經理人新增競業禁止之限制,2023-03-29
3705,永信,永信:公告本公司董事會決議股利配發基準日,2023-03-29
2885,元大金,元大金:元大金控代子公司元大投信公告董事會通過對關係人捐贈事宜,2023-03-29
3705,永信,永信:董事會決議股利分派,2023-03-29
2101,南港,南港:公告本公司111年度合併財務報告業經董事會通過,2023-03-29
3705,永信,永信:公告本公司董事會通過111年度合併財務報告,2023-03-29
5324,士開,士開:公告本公司112年2月份自結合併財務報告之財務比率,2023-03-29
2537,聯上發,聯上發:公告本公司有擔保普通公司債因受託銀行合併消滅而變更,2023-03-29
2729,瓦城,瓦城:本公司董事會決議全球研發中心投資案,2023-03-29
2884,玉山金,玉山金:本公司代子公司玉山創投公告董事會代行股東會重要決議事項,2023-03-29
6160,欣技,欣技:公告本公司董事會決議通過111年度股利分派,2023-03-29
6603,富強鑫,"富強鑫:補充公告「112/3/22本公司依公開發行公司資金貸與及背書保證處理準則第二十五條第一項第一項第三款及第四款規定公告」之""本次新增背書保證之原因""及""其他應敘明事項""的內容",2023-03-29
6160,欣技,欣技:公告本公司董事會通過民國111年第4季合併財務報告,2023-03-29
6160,欣技,欣技:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-29
4126,太醫,太醫:本公司受邀參加凱基證券與IR Trust舉辦之「2023去資金槓桿化主題式投資論壇」,2023-03-29
5274,信驊,信驊:本公司受邀參加財團法人中華民國證券櫃檯買賣中心舉辦之「櫃買市場業績發表會」,2023-03-29
3026,禾伸堂,禾伸堂:更正本公司111年第四季合併財務報告iXBRL會計師查核類型,2023-03-29
2885,元大金,元大金:元大金控代子公司元大投信公告董事會決議股東會召開日期、召集事由及停止變更股東名簿記載之日期,2023-03-29
8291,尚茂,尚茂:本公司111年度財務報告經簽證會計師出具無保留意見加繼續經營有關之重大不確定性段落之查核報告,2023-03-29
8114,振樺電,振樺電:本公司受邀參加凱基證券舉辦之線上法人說明會,2023-03-29
6290,良維,良維:公告良維科技股份有限公司國內第九次無擔保轉(交)換公司債(簡稱：良維九，代碼：62909)停止受理轉交換等相關事項。,2023-03-29
5245,智晶,智晶:公告智晶光電股份有限公司國內第一次有擔保轉(交)換公司債(簡稱：智晶一，代碼：52451)停止受理轉交換等相關事項。,2023-03-29
4971,IET-KY,IET-KY:公告本公司109、110及111年度財務分析資料之財務比率(更正現金流量允當比率、現金再投資比率),2023-03-29
2890,永豐金,永豐金:本公司受邀參加臺灣證券交易所及寬量國際共同主辦之13th Taiwan CEO Week,2023-03-29
2890,永豐金,永豐金:永豐金控代子公司永豐金證券公告捐贈財團法人永豐基金會,2023-03-29
8027,鈦昇,鈦昇:本公司註銷第九次買回庫藏股減資變更登記完成,2023-03-29
3701,大眾控,大眾控:公告本公司董事會通過111年度合併財務報告,2023-03-29
5520,力泰,力泰:111年度會計師查核意見類型誤值更正,2023-03-29
5455,昇益,昇益:公告本公司112年02月份自結流動比率、速動比率、負債比率,2023-03-29
2540,愛山林,愛山林:公告本公司112年現金增資收足股款暨增資基準日,2023-03-29
1423,利華,利華:代取得人依證券交易法第43條之1第1項規定辦理公告,2023-03-29
